;Typ;Position;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
1;C;Short;39666.753906;30000;0.0;0.04;1;0.8232;-499.9999999735336;-499.9999999905849;-8.115911227871963e-11;-2.9368162173564765e-11;1.2245778124652938e-10;4.5121944934529204e-11;2.7618423430724096e-07;1.0176543854823133e-07;-0.004152472590182554;-4.1918838534450415e-06;0.27397260051618866;0.273972601935116
2;C;Short;39666.753906;50000;0.0;0.04;2;0.8232;-0.06322026100668086;-0.13033842215783276;-0.6674107603422639;-0.6363065107558977;-0.4131728420898199;-0.37324877966710057;-1863.6925129224094;-1683.6076461477105;13972802.618905574;34578.913137363066;-36.02250741601446;-34.3181649729259
3;C;Short;39666.753906;45000;0.0;0.04;3;0.8232;-416.34670011383366;-4649.641040891163;-0.2864930152108369;-0.07740746439285205;-0.06362384240691916;9.791193048824143e-05;-430.48066084418525;0.6624748042020842;2144301.3327670773;-17.57216411012955;-22.725453305000297;-5.540339539138523
4;C;Short;39666.753906;44000;0.0;0.04;5;0.8232;-129.25533907816123;-156.564325479324;-0.1691930246217482;-0.1586398836550062;-0.01815007413851286;-0.014982387485469937;-204.6731648058053;-168.9520736717649;608209.6438438372;1373.4282777366539;-21.807263646814818;-20.361627897946043
5;C;Short;39666.753906;50000;0.0;0.04;5;0.8232;-35.05468780461703;-167.9433455457297;-0.2888832499179526;-0.22067489203694451;-0.07077104587945687;-0.03778378482831577;-798.0647255886151;-426.0768722009526;2386373.789684882;3483.2812621459752;-38.203184920267475;-28.859574251636225
6;C;Short;39666.753906;47000;0.0;0.04;13;0.8232;-119.24916298700799;-133.7375593672259;-0.10750020721166509;-0.10374434757112738;-0.007081423148804326;-0.006361637847983042;-207.62344649108044;-186.51973587390515;235639.22909723327;579.1809355513266;-34.72610119867524;-33.388397765059075
7;C;Short;39666.753906;60000;0.0;0.04;23;0.8232;-170.81276111990024;-507.2948288451912;-0.11992919737521478;-0.09649765105018841;-0.01109372103189429;-0.006443394408763227;-575.4632233684215;-334.2374037746835;371090.40558121505;587.5645470997506;-69.27045314054631;-54.50536915491325
8;C;Short;39666.753906;70000;0.0;0.04;26;0.8232;-169.22963182486103;-19538.57364619726;-0.13714202762537203;-0.02010080902324443;-0.015531906348921638;1.4527089371222023e-05;-910.7739670335328;0.8518526006305184;520780.53490773815;-3.551376580030215;-90.56692378793625;-7.195096838475484
9;C;Short;39666.753906;55000;0.0;0.04;27;0.8232;-56.49731947907691;-61.343680715233404;-0.08982648918446146;-0.08822400844164677;-0.005460294734136427;-0.00519850479314795;-332.50053391454753;-316.55903269705055;181417.62640342946;472.9082742469705;-59.04973172549201;-57.864335011629244
10;C;Short;39666.753906;30000;0.0;0.04;28;0.8232;-8638.109523285082;-9574.210093719375;-0.011090454437088643;-0.003780572570306943;0.0006448003256620625;0.0002943371518130531;40.718875579124024;18.587270176520953;-22291.33086946255;-27.737596482259164;-0.8365129928351221;4.771067617298785
Options; ; ;39666.753906;;0.0;0.04;;;-10234.61834592708;-35289.43885917324;-0.030163038498014768;-0.026043896088544155;-0.003072810865093061;-0.0002726350404895108;-17.393383720416423;-3.2436303243662112;102909.2585946715;22.45455682597471;-5.407807901976279;-4.653819154994896
