;Typ;Position;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
1;C;Short;38904.011719;30000;0.0;0.04;3;0.8073;-499.88795897626176;-499.9253651038889;-0.00011516869386257061;-7.859672777984601e-05;5.638335965308885e-05;3.953961573194247e-05;0.37412290066798876;0.2623588913457301;-1841.9523721525466;-3.538652223087468;0.8124518881756789;0.8154578031961721
2;C;Short;38904.011719;50000;0.0;0.04;4;0.8073;-1.278326537688035;-1.9227098260582096;-0.3902982163094279;-0.37558051044050556;-0.13540923930874335;-0.12440158369430349;-1197.9822344542304;-1100.5961481250547;4396923.5229018545;11065.23137177348;-41.67651685582771;-40.06361758252115
3;C;Short;38904.011719;45000;0.0;0.04;5;0.8073;-555.1045874824932;-4011.4106097620606;-0.21364288938539763;-0.07853146430427549;-0.03389653625792299;-0.0007564189831159918;-374.85854412357844;-8.365165000952603;1096029.3391736061;58.9257891837287;-27.89628621717776;-9.387871822503493
4;C;Short;38904.011719;44000;0.0;0.04;7;0.8073;-122.25739923489203;-144.68895172841985;-0.14828549357221224;-0.14045024955909458;-0.013952994209275956;-0.011882144308547123;-216.02675500284752;-183.96489233433076;448750.1213252298;1045.4286031256052;-26.52050561658865;-25.017856079826355
5;C;Short;38904.011719;50000;0.0;0.04;7;0.8073;-52.609402293899024;-187.90365116755595;-0.23684742262591696;-0.18834156483411676;-0.04650982314097043;-0.02704171686920211;-720.0867439779123;-418.67245534122765;1506126.105744103;2393.6046370611375;-43.504985161134734;-34.202491885994995
6;C;Short;38904.011719;47000;0.0;0.04;15;0.8073;-106.19228645612417;-118.85775815841043;-0.10548675676700466;-0.10207354381458311;-0.0069830309725660514;-0.0063381500291873815;-231.67400975969483;-210.27898021491671;223334.21722543848;554.6745939704414;-39.24113291794712;-37.838442663527296
7;C;Short;38904.011719;60000;0.0;0.04;25;0.8073;-150.3414179069034;-446.89884365876264;-0.11945703769998912;-0.0969240135717508;-0.011069955196082138;-0.006589898031349883;-612.1078650545966;-364.3852521033396;355954.6344967608;577.7146183395591;-74.97057376711581;-59.536995597089614
8;C;Short;38904.011719;70000;0.0;0.04;28;0.8073;-147.83236174874094;-18772.6331210685;-0.13659002189041197;-0.02052028392355511;-0.015448710020055146;1.1786026087668957e-05;-956.7364952803686;0.7299069810852168;497958.3295057088;-3.301037355751563;-97.11015377894617;-8.070354790672416
9;C;Short;38904.011719;55000;0.0;0.04;29;0.8073;-49.54434389185778;-53.845639023535114;-0.09081453086605276;-0.08925353267667374;-0.005673951584082011;-0.005415350266126228;-363.93658164672024;-347.34946801497966;181262.57542508203;473.693317712806;-64.20880534563098;-62.968560208864005
10;C;Short;38904.011719;30000;0.0;0.04;30;0.8073;-8396.483548329328;-9473.921509660195;-0.012538331837350532;-0.004458492023391343;0.0006633381856682715;0.00032496006737177017;44.01476032520512;21.562213347060013;-22117.5121799047;-29.500559924046367;-2.086300140288109;4.554664090363288
Options; ; ;38904.011719;;0.0;0.04;;;-10081.531632858188;-33712.00815915738;-0.03063730279852381;-0.025486692390455225;-0.0022332703360233323;-0.0003187062872428911;-17.87921324542028;-3.838031418453487;71549.33906585364;25.66056756385347;-7.058121617285879;-5.642524163632996
