,Type,Spot,Strike,Rate,Dividend,Maturity,Volatility,Price_digital,Price_spread,Delta_digital,Delta_spread,Gamma_digital,Gamma_spread,Vega_digital,Vega_spread,Theta_digital,Theta_spread,Rho_digital,Rho_spread
12/03/2022,C,38904.011719,45000,0.0,0.04,15,0.8073,163.2159678510669,180.8295621605157,0.09227844388529535,0.08885299494055851,0.004610455211972462,0.004060164366219197,152.95974627227542,134.7029051855655,-146548.2194294112,-352.7482033403242,33.8130591309433,32.40534038653085
13/03/2022,C,37849.664063,45000,0.0,0.04,14,0.8063,118.11223356731071,132.92984932085528,0.10605879133137659,0.10225440188986201,0.006894754937956009,0.006176237426855673,213.23115805653435,191.00987211460847,-219878.44549124147,-538.8342520276597,36.84446790792528,35.38525003994706
14/03/2022,C,39666.753906,45000,0.0,0.04,13,0.8232,184.36789080540234,204.3827089702536,0.09299433078019094,0.08924380260744583,0.004450402276931291,0.0038487221127767334,130.48335618303537,112.84242345778488,-147072.81548265493,-347.4963302886856,29.559624661437862,28.223820106761494
15/03/2022,C,39338.785156,45000,0.0,0.04,12,0.8205,161.82994586273065,181.18609028621267,0.10181350192105898,0.09765453677168506,0.005736225942224911,0.004996633794870464,154.73665925245615,134.78590779258775,-189014.63306721475,-450.097455222438,30.185260905553644,28.81792989754029
16/03/2022,C,41143.929688,45000,0.0,0.04,11,0.8447,244.32234608325675,269.1040866053263,0.08761336515118753,0.08356835049918337,0.003261160981596499,0.0026686859097716205,83.01843696630192,67.93596950089021,-112840.33313251547,-251.68506750011164,23.39032922364556,22.171283712082644
17/03/2022,C,40951.378906,45000,0.0,0.04,10,0.8032,216.56384961145187,242.33318287237853,0.10191234585490444,0.09688585494277524,0.004989609472497113,0.004117762113137295,109.79874872081317,90.61332956909251,-156870.9039907206,-353.2855036105418,25.181464617782037,23.80434381993845
18/03/2022,C,41801.15625,45000,0.0,0.04,9,0.7633,247.18673749331228,277.89356595408753,0.10661257312192281,0.10054595833947379,0.005012338202169711,0.003929173257063138,94.33769793820619,73.9513466412236,-141751.6479930396,-302.5760586797657,23.82227830403576,22.32640068644556
19/03/2022,C,42190.652344,45000,0.0,0.04,8,0.7469,259.07547922199586,293.21194985590773,0.11301812093574881,0.10593826902770705,0.005474515113877289,0.00414372994061857,89.62006221490296,67.83456203064127,-148179.81848090453,-305.05054156118337,22.57931417769837,21.02756581429196
20/03/2022,C,41247.824219,45000,0.0,0.04,7,0.7701,190.27281380062078,220.50167396729557,0.13384764494275211,0.12584386361100014,0.009666948942503426,0.007816651975171188,142.77156620370744,115.44445425357627,-281297.23594313563,-621.2358503782053,23.75160313970588,22.21663137745207
21/03/2022,C,41077.996094,45000,0.0,0.04,6,0.7623,161.42527820557555,191.56062749621833,0.15511421465322228,0.14535091080165216,0.014138916538576402,0.011488489585317568,177.17418209353633,143.96179086390543,-404602.56340232526,-898.5884095257924,23.854391449844766,22.249464789312675
22/03/2022,C,42358.808594,45000,0.0,0.04,5,0.7467,229.02238805901348,270.17163581316527,0.15134612801255012,0.13969521380475589,0.011337381541077378,0.008363251618269556,115.96743557154079,85.54575319673795,-310010.18199513166,-623.4610745934959,19.362483289390426,17.766467644487093
23/03/2022,C,42892.957031,45000,0.0,0.04,4,0.7029,243.69678500766528,294.5196277099967,0.1748068475507802,0.158474886841465,0.014749835709765945,0.010004897517646568,113.61818652487106,77.0678626318222,-357379.1199422329,-659.7703971621113,18.06102438912659,16.27122047577698
24/03/2022,C,43960.933594,45000,0.0,0.04,3,0.6774,338.53875875755824,407.92889809978624,0.17594685384838085,0.15412480943398263,0.010171881540864559,0.004270538590112392,56.633692239301254,23.776954857058584,-226341.07651038936,-251.5514302612344,13.63946743959295,11.845874747998574
25/03/2022,C,44348.730469,45000,0.0,0.04,2,0.6434,368.996137707834,460.744803566231,0.21465451890170914,0.1792572569475435,0.012930067234499645,0.0018826793989771208,45.58468634891546,6.637347535900771,-259042.652415573,-87.11710421660243,11.213946241189543,9.274370243701009
26/03/2022,C,44500.828125,45000,0.0,0.04,1,0.6462,363.1913020609014,492.56211422941124,0.3054657061330042,0.2350842365925542,0.028549003089469484,-0.0010776558751577946,50.543467935384044,-1.9078937713067823,-583848.0706368543,87.40670381585687,8.094950852959018,6.1666914134946325
27/03/2022,C,46820.492188,45000,0.0,0.04,0,0.6834,1000.0,1000.0,,0.0,,,,0.0,,,0.0,0.0
