,Typ,Position,Spot,Strike,Rate,Dividend,Maturity,Volatility,Price_digital,Price_spread,Delta_digital,Delta_spread,Gamma_digital,Gamma_spread,Vega_digital,Vega_spread,Theta_digital,Theta_spread,Rho_digital,Rho_spread
10,C,Short,46453.566406,70000,0.0,0.04,8,0.6029,-0.0016727422834636075,-0.0025207642962514487,-0.5430468868502665,-0.5332741975632473,-0.27737989495461046,-0.266998509211009,-3665.3663269728136,-3528.1841359631194,5019496.973676908,13236.19783937389,-116.83219437814058,-114.69023508235561
Options, , ,46453.566406,,0.0,0.04,,,-0.0016727422834636075,-0.0025207642962514487,-0.5430468868502665,-0.5332741975632473,-0.27737989495461046,-0.266998509211009,-3665.3663269728136,-3528.1841359631194,5019496.973676908,13236.19783937389,-116.83219437814058,-114.69023508235561
