,Type,Spot,Strike,Rate,Dividend,Maturity,Volatility,Price_digital,Price_spread,Delta_digital,Delta_spread,Gamma_digital,Gamma_spread,Vega_digital,Vega_spread,Theta_digital,Theta_spread,Rho_digital,Rho_spread
12/03/2022,C,38904.011719,55000,0.0,0.04,29,0.8073,49.54434389185778,49.55252533886778,0.09081453086605276,0.09081150307393818,0.005673951584082011,0.005673443532174982,363.93658164672024,363.9039943621014,-181262.57542508203,-496.5647693692574,64.20880534563098,64.2063997026361
13/03/2022,C,37849.664063,55000,0.0,0.04,28,0.8063,36.022981586353005,36.029423650234094,0.09834682484064508,0.09834364215633894,0.006938272610939729,0.006937689524144822,429.15402129758814,429.1179555421633,-221601.5089543555,-607.0758423322618,67.77290672707016,67.77046521584373
14/03/2022,C,39666.753906,55000,0.0,0.04,27,0.8232,56.49731947907691,56.506547572553245,0.08982648918446146,0.08982337947200665,0.005460294734136427,0.00545977989022486,332.50053391454753,332.46918288221167,-181417.62640342946,-496.9871407694333,59.04973172549201,59.047431390288715
15/03/2022,C,39338.785156,55000,0.0,0.04,26,0.8205,49.18246290065533,49.190914882728975,0.09450744405435964,0.09450417367359985,0.006187988822798501,0.006187416366782568,361.6667549500288,361.6332968563015,-204513.67135190638,-560.2589937479934,60.19708343598221,60.194753849672075
16/03/2022,C,41143.929688,55000,0.0,0.04,25,0.8447,75.51515015709023,75.52685440623463,0.08523789639555708,0.08523475248794336,0.004684071031830675,0.004683581144499884,271.0023836018747,270.9740405997917,-163698.95494698535,-448.4427493961584,51.53280575038156,51.53065238898467
17/03/2022,C,40951.378906,55000,0.0,0.04,24,0.8032,60.833644393547104,60.84427563769168,0.09610769199239028,0.09610402978375299,0.006261526885366611,0.006260876344252479,330.6909629146166,330.65660578869506,-198130.70943645513,-542.7667718833889,56.618756378558,56.61634835094509
18/03/2022,C,41801.15625,55000,0.0,0.04,23,0.7633,61.64623368482437,61.65778043805403,0.10300740900412161,0.10300318027853819,0.0072548114979375695,0.00725400352938916,348.94450733326624,348.9056453743828,-207222.11666881552,-567.6678044049673,58.607408413556094,58.604743737162195
19/03/2022,C,42190.652344,55000,0.0,0.04,22,0.7469,60.48260999153994,60.49449716806521,0.10808392007580563,0.108079298644639,0.008059688927846174,0.008058759856166695,362.83615486187045,362.7943293276637,-220485.38929744693,-603.9990673329122,59.11907511418422,59.1162895940172
20/03/2022,C,41247.824219,55000,0.0,0.04,21,0.7701,48.20509941827573,48.214960090717796,0.11249250976400335,0.11248790949051737,0.008999677947688847,0.008998710466602475,398.7498403775856,398.70697407377884,-262365.0543887118,-718.7302738981577,58.968293288878634,58.96564655619739
21/03/2022,C,41077.996094,55000,0.0,0.04,20,0.7623,41.18317764962346,41.19216952881288,0.1200706411475866,0.12006568055186125,0.010488139938447624,0.010487020988581015,438.08816849745875,438.0414301148267,-299930.7567507182,-821.6395726411208,60.31268008086937,60.309961946188615
22/03/2022,C,42358.808594,55000,0.0,0.04,19,0.7467,51.51455965601124,51.525832810284555,0.1203434709061708,0.12033807787339715,0.010313181039665817,0.010311964961131967,400.8662831891804,400.8190150495598,-282697.5811241132,-774.4216300105104,57.43906704704782,57.436259714911074
23/03/2022,C,42892.957031,55000,0.0,0.04,18,0.7029,46.14032880783524,46.15159564696114,0.1342833278135342,0.13427687391388607,0.013139840910837221,0.013138207299259621,455.47368540299914,455.41705860706713,-319227.6822109736,-874.486533077094,61.29040823681139,61.28722549181921
24/03/2022,C,43960.933594,55000,0.0,0.04,17,0.6774,52.800040662457576,52.81343770116109,0.13953196405669832,0.13952464795902392,0.014050354875256459,0.014048431101523933,443.29062102048874,443.22992569553566,-316783.5724316639,-867.7800736980296,60.32995586202387,60.32654836449087
25/03/2022,C,44348.730469,55000,0.0,0.04,16,0.6434,46.648166641426336,46.661337559044114,0.15526490268341386,0.1552562408095232,0.01779097978055486,0.0177884315289914,501.77386918614775,501.70199871783683,-362030.2701849888,-991.72019861769,63.67776555985264,63.673968574052815
26/03/2022,C,44500.828125,55000,0.0,0.04,15,0.6462,45.03253407144801,45.045699802358286,0.16077106959855297,0.16076189709776134,0.01919526376528814,0.01919246517204774,509.7525799368162,509.6782600346991,-394341.73308818217,-1080.229229967771,61.96071353365191,61.95694401278769
27/03/2022,C,46820.492188,55000,0.0,0.04,14,0.6834,100.02908243129366,100.05293118410918,0.1311131837811043,0.13110475024713353,0.011241469433619611,0.011239415589570262,294.66817247424393,294.6143358760577,-257263.77125642684,-704.7017744868449,46.45437186124549,46.45113708109775
