;timestamp;state;settlement_price;open_interest;min_price;max_price;mark_price;last_price;instrument_name;index_price;funding_8h;estimated_delivery_price;current_funding;best_bid_price;best_bid_amount;best_ask_price;best_ask_amount;stats.volume_usd;stats.volume;stats.price_change;stats.low;stats.high;underlying_price;underlying_index;mark_iv;interest_rate;bid_iv;ask_iv;greeks.vega;greeks.theta;greeks.rho;greeks.gamma;greeks.delta;t;strike;expiration;m
BTC-15APR22-48000-P;1649346090203;open;0.10978356;73.1;0.0001;0.6145;0.11482682;0.126;BTC-15APR22-48000-P;43266.82;;43266.82;;0.05;11.8;0.126;0.1;;0.8;10.5263;0.114;0.126;43272.6;BTC-15APR22;61.14;0.0;0.0;90.17;13.30217;-52.94704;-8.96362;6e-05;-0.86966;7.0;48000.0;1.6500168e+18;1.1092367064913455
BTC-27MAY22-30000-C;1649346090203;open;0.32932411;135.3;0.0001;0.829;0.32929753;0.3905;BTC-27MAY22-30000-C;43266.82;;43266.82;;0.0005;0.1;0.0;0.0;;;;;;43435.78;BTC-27MAY22;92.65;0.0;0.0;0.0;29.13627;-27.16834;33.44486;1e-05;0.89501;49.0;30000.0;1.6536456e+18;0.6932729415570911
BTC-22APR22-60000-C;1649346090203;open;0.00198911;116.6;0.0001;0.5015;0.00195776;0.004;BTC-22APR22-60000-C;43266.82;;43266.82;;0.001;12.0;0.0;0.0;;;;;;43304.51499968;SYN.BTC-22APR22;83.77;0.0;75.6;0.0;6.17658;-17.62246;0.5171;1e-05;0.03165;14.0;60000.0;1.6506216e+18;1.3865458831141821
BTC-29APR22-45000-C;1649346090203;open;0.04477208;569.3;0.0001;0.5385;0.03862712;0.025;BTC-29APR22-45000-C;43266.82;;43266.82;;0.025;0.2;0.0;0.0;;0.1;0.0;0.025;0.025;43336.69;BTC-29APR22;56.29;0.0;41.79;0.0;41.25121;-53.55078;9.77592;7e-05;0.41841;21.0;45000.0;1.6512264e+18;1.0399094123356365
BTC-30SEP22-200000-C;1649346090203;open;0.00278624;168.4;0.0001;0.524;0.02404447;0.003;BTC-30SEP22-200000-C;43266.82;;43266.82;;0.002;20.7;0.0;0.0;;;;;;44535.83;BTC-30SEP22;120.67;0.0;84.6;0.0;47.85981;-16.43719;12.95544;0.0;0.08448;175.0;200000.0;1.664532e+18;4.621819610380607
BTC-30SEP22-40000-C;1649346090203;open;0.23038723;557.3;0.0001;0.734;0.23415832;0.234;BTC-30SEP22-40000-C;43266.82;;43266.82;;0.233;20.0;0.2355;12.0;;1.6;0.0;0.234;0.234;44535.83;BTC-30SEP22;68.71;0.0;68.25;69.25;110.70001;-21.64946;95.2612;2e-05;0.67856;175.0;40000.0;1.664532e+18;0.9243639220761214
BTC-31MAR23-150000-P;1649346090203;open;2.29316685;1.0;1.8065;2.806;2.30615049;2.1285;BTC-31MAR23-150000-P;43266.82;;43266.82;;0.0005;1.0;0.0;0.0;;;;;;45818.75;BTC-31MAR23;76.32;0.0;0.0;0.0;88.92943;-9.4878;-1432.08226;1e-05;-0.88336;357.0;150000.0;1.6802568e+18;3.466364707785455
BTC-31MAR23-55000-C;1649346090204;open;0.21972051;0.1;0.0001;0.712;0.21236392;0.223;BTC-31MAR23-55000-C;43266.82;;43266.82;;0.0;0.0;0.0;0.0;;;;;;45819.16;BTC-31MAR23;71.15;0.0;0.0;0.0;180.17084;-17.92042;145.76213;1e-05;0.537;357.0;55000.0;1.6802568e+18;1.271000392854667
BTC-24JUN22-35000-C;1649346090203;open;0.2729963;289.9;0.0001;0.773;0.27300662;0.271;BTC-24JUN22-35000-C;43266.82;;43266.82;;0.271;13.5;0.275;57.2;;;;;;43707.52;BTC-24JUN22;93.57;0.0;92.15;94.98;61.60179;-37.10236;45.99377;2e-05;0.76746;77.0;35000.0;1.6560648e+18;0.8088184318166062
BTC-30SEP22-100000-C;1649346091210;open;0.0342626;196.8;0.0001;0.544;0.04432295;0.022;BTC-30SEP22-100000-C;43267.14;;43267.14;;0.0215;6.3;0.0;0.0;;;;;;44536.26;BTC-30SEP22;91.58;0.0;76.5;0.0;78.09458;-20.3551;26.87193;1e-05;0.16968;175.0;100000.0;1.664532e+18;2.3109098051903034
BTC-30SEP22-300000-P;1649346091210;open;5.70580812;9.8;5.1835;6.4805;5.75491749;6.195;BTC-30SEP22-300000-P;43267.14;;43267.14;;0.0005;0.1;0.0;0.0;;;;;;44536.26;BTC-30SEP22;136.94;0.0;0.0;0.0;38.08409;-14.8436;-1434.52575;0.0;-0.93732;175.0;300000.0;1.664532e+18;6.93272941557091
BTC-9APR22-43000-P;1649346091210;open;;102.0;0.0001;0.5155;0.0156944;0.0131;BTC-9APR22-43000-P;43267.14;;43267.14;;0.0;0.0;0.0;0.0;;1353.0;-53.2143;0.0005;0.528;43276.73857144;SYN.BTC-9APR22;69.39;0.0;0.0;0.0;11.56159;-238.88473;-0.90029;0.00019;-0.4365;1.0;43000.0;1.6494984e+18;0.9936912162318304
BTC-30DEC22-45000-P;1649346091210;open;0.2208736;182.8;0.0001;0.727;0.22716907;0.2145;BTC-30DEC22-45000-P;43267.14;;43267.14;;0.2255;2.6;0.2285;11.5;;0.2;0.0;0.2145;0.2145;45147.94;BTC-30DEC22;68.16;0.0;67.65;68.57;147.31616;-18.82578;-201.35727;1e-05;-0.38326;266.0;45000.0;1.6723944e+18;1.0399094123356365
BTC-30SEP22-25000-C;1649346091210;open;0.46859595;67.0;0.0001;0.971;0.47116007;0.471;BTC-30SEP22-25000-C;43267.14;;43267.14;;0.471;21.0;0.4715;11.0;;4.0;0.0;0.471;0.471;44536.26;BTC-30SEP22;81.05;0.0;80.91;81.33;52.39485;-12.08602;92.90544;1e-05;0.90458;175.0;25000.0;1.664532e+18;0.5777274512975759
BTC-31MAR23-25000-C;1649346091210;open;0.53969969;0.0;0.014;1.0135;0.51382777;;BTC-31MAR23-25000-C;43267.14;;43267.14;;0.0;0.0;0.0;0.0;;;;;;45819.28;BTC-31MAR23;73.94;0.0;0.0;0.0;88.74459;-9.17211;166.07275;1e-05;0.8837;357.0;25000.0;1.6802568e+18;0.5777274512975759
BTC-29APR22-50000-P;1649346091210;open;0.16738437;162.5;0.0001;0.6665;0.16659262;0.122;BTC-29APR22-50000-P;43267.14;;43267.14;;0.162;12.0;0.169;12.0;;49.4;-28.2353;0.12;0.17;43337.13;BTC-29APR22;58.78;0.0;50.97;62.48;27.42398;-37.17508;-25.47143;4e-05;-0.82298;21.0;50000.0;1.6512264e+18;1.1554549025951517
BTC-29APR22-60000-C;1649346091210;open;0.00229517;1507.5;0.0001;0.506;0.00644399;0.007;BTC-29APR22-60000-C;43267.14;;43267.14;;0.007;1109.2;0.0;0.0;;36.4;0.0;0.007;0.007;43337.13;BTC-29APR22;86.18;0.0;87.76;0.0;14.85396;-29.52304;1.74828;2e-05;0.07436;21.0;60000.0;1.6512264e+18;1.3865458831141821
BTC-31MAR23-30000-C;1649346091210;open;0.47764577;10.8;0.0001;0.9415;0.44155607;0.486;BTC-31MAR23-30000-C;43267.14;;43267.14;;0.429;12.0;0.0;0.0;;;;;;45819.28;BTC-31MAR23;72.55;0.0;67.52;0.0;115.36823;-11.70053;173.79706;1e-05;0.82863;357.0;30000.0;1.6802568e+18;0.6932729415570911
BTC-24JUN22-65000-P;1649346091210;open;0.52107251;133.3;0.2595;1.259;0.75917668;0.86;BTC-24JUN22-65000-P;43267.14;;43267.14;;0.001;2.0;0.0;0.0;;;;;;43707.93;BTC-24JUN22;220.0;0.0;0.0;0.0;79.89738;-113.14117;-112.81533;1e-05;-0.45366;77.0;65000.0;1.6560648e+18;1.5020913733736971
BTC-15APR22-45000-P;1649346091210;open;0.05243252;28.6;0.0001;0.5565;0.05651335;0.0515;BTC-15APR22-45000-P;43267.14;;43267.14;;0.0515;23.2;0.0;0.0;;23.5;58.4615;0.0325;0.0515;43273.17;BTC-15APR22;55.52;0.0;45.73;0.0;22.67345;-81.96511;-6.63301;0.0001;-0.67207;7.0;45000.0;1.6500168e+18;1.0399094123356365
BTC-31MAR23-100000-C;1649346092217;open;0.06770616;250.0;0.0001;0.5725;0.07271207;0.073;BTC-31MAR23-100000-C;43272.41;;43272.41;;0.073;11.8;0.15;20.0;;0.1;0.0;0.073;0.073;45819.69;BTC-31MAR23;72.89;0.0;72.99;95.45;139.55661;-14.22063;73.10274;1e-05;0.23552;357.0;100000.0;1.6802568e+18;2.3109098051903034
BTC-24JUN22-150000-C;1649346092217;open;0.00071795;368.2;0.0001;0.5255;0.02552388;0.001;BTC-24JUN22-150000-C;43272.41;;43272.41;;0.0005;48.0;0.001;12.0;;0.4;0.0;0.001;0.001;43708.24;BTC-24JUN22;160.0;0.0;93.7;100.34;34.48506;-35.51537;6.60557;1e-05;0.09654;77.0;150000.0;1.6560648e+18;3.466364707785455
BTC-15APR22-60000-P;1649346092217;open;0.38154145;1.0;0.0001;0.8875;0.38785332;0.7315;BTC-15APR22-60000-P;43272.41;;43272.41;;0.0;0.0;0.986;4.0;;1.0;0.0;0.7315;0.7315;43273.62;BTC-15APR22;108.97;0.0;0.0;500.0;3.46767;-24.60483;-12.42239;1e-05;-0.97662;7.0;60000.0;1.6500168e+18;1.3865458831141821
BTC-9APR22-46000-P;1649346092217;open;;2.0;0.0001;0.567;0.06741024;0.0005;BTC-9APR22-46000-P;43272.41;;43272.41;;0.0;0.0;0.073;0.1;;2.0;0.0;0.0005;0.0005;43276.95285716;SYN.BTC-9APR22;85.41;0.0;0.0;115.54;6.9291;-176.21352;-1.8209;9e-05;-0.84719;1.0;46000.0;1.6494984e+18;1.0630185103875396
BTC-22APR22-48000-P;1649346092217;open;0.12137805;61.6;0.0001;0.622;0.12228435;0.0935;BTC-22APR22-48000-P;43272.41;;43272.41;;0.09;12.0;0.126;8.0;;11.4;0.0;0.0935;0.0935;43305.46999974;SYN.BTC-22APR22;60.17;0.0;0.0;66.31;25.30563;-51.86092;-15.81906;6e-05;-0.78602;14.0;48000.0;1.6506216e+18;1.1092367064913455
BTC-27MAY22-30000-P;1649346092219;open;0.01656986;357.8;0.0001;0.5195;0.01997391;0.0075;BTC-27MAY22-30000-P;43272.41;;43272.41;;0.0;0.0;0.0075;8.7;;14.0;7.1429;0.007;0.0075;43437.16;BTC-27MAY22;92.65;0.0;0.0;70.53;29.13336;-27.16601;-7.3867;1e-05;-0.10497;49.0;30000.0;1.6536456e+18;0.6932729415570911
BTC-30DEC22-200000-C;1649346092217;open;0.01449416;140.3;0.0001;0.514;0.01418302;0.0075;BTC-30DEC22-200000-C;43272.41;;43272.41;;0.008;3.9;0.07;6.0;;;;;;45148.34;BTC-30DEC22;88.75;0.0;81.26;122.53;44.0047;-7.32239;14.04189;0.0;0.05675;266.0;200000.0;1.6723944e+18;4.621819610380607
BTC-27MAY22-50000-P;1649346092217;open;0.18949998;85.4;0.0001;0.6965;0.19689291;0.1915;BTC-27MAY22-50000-P;43272.41;;43272.41;;0.1875;12.0;0.206;0.5;;1.8;0.0;0.1915;0.1915;43437.16;BTC-27MAY22;66.23;0.0;59.02;73.0;57.67777;-38.44503;-51.54583;3e-05;-0.67499;49.0;50000.0;1.6536456e+18;1.1554549025951517
BTC-30DEC22-150000-C;1649346092218;open;0.02771037;94.7;0.0001;0.527;0.02717534;0.0175;BTC-30DEC22-150000-C;43272.41;;43272.41;;0.0165;2.1;0.0;0.0;;;;;;45153.61;BTC-30DEC22;85.87;0.0;77.92;0.0;68.86287;-11.08726;24.77832;1e-05;0.10229;266.0;150000.0;1.6723944e+18;3.466364707785455
BTC-30DEC22-20000-P;1649346092217;open;0.02048675;380.5;0.0001;0.5205;0.02090855;0.021;BTC-30DEC22-20000-P;43272.41;;43272.41;;0.0195;0.3;0.021;11.9;;22.9;0.0;0.021;0.021;45153.61;BTC-30DEC22;75.96;0.0;74.51;76.06;44.27127;-6.30476;-25.75874;0.0;-0.05718;266.0;20000.0;1.6723944e+18;0.4621819610380607
BTC-27MAY22-35000-P;1649346092217;open;0.04290544;191.6;0.0001;0.5485;0.04873742;0.0245;BTC-27MAY22-35000-P;43272.41;;43272.41;;0.0245;8.4;0.0;0.0;;3.6;0.0;0.0245;0.0245;43437.16;BTC-27MAY22;92.65;0.0;68.36;0.0;46.32154;-43.19349;-15.35938;2e-05;-0.21106;49.0;35000.0;1.6536456e+18;0.8088184318166062
BTC-30SEP22-70000-C;1649346093224;open;0.08361325;297.9;0.0001;0.5815;0.08194504;0.079;BTC-30SEP22-70000-C;43272.63;;43272.63;;0.079;26.9;0.085;30.0;;0.4;0.0;0.079;0.079;44541.82;BTC-30SEP22;80.95;0.0;79.72;82.2;107.45855;-24.75831;46.76321;1e-05;0.3001;175.0;70000.0;1.664532e+18;1.6176368636332124
BTC-30DEC22-40000-C;1649346093224;open;0.28528734;396.6;0.0001;0.7735;0.27353201;0.2801;BTC-30DEC22-40000-C;43272.63;;43272.63;;0.0;0.0;0.2825;11.7;;425.0;-2.1314;0.278;0.288;45153.35;BTC-30DEC22;66.78;0.0;0.0;69.76;136.03729;-17.03244;137.61089;1e-05;0.69065;266.0;40000.0;1.6723944e+18;0.9243639220761214
BTC-31MAR23-40000-C;1649346093224;open;0.37769492;25.7;0.0001;0.8235;0.32393586;0.35;BTC-31MAR23-40000-C;43272.63;;43272.63;;0.35;0.3;0.5735;0.1;;0.7;0.0;0.35;0.35;45824.71;BTC-31MAR23;70.58;0.0;78.26;150.17;156.08821;-15.39972;171.88516;1e-05;0.70675;357.0;40000.0;1.6802568e+18;0.9243639220761214
BTC-24JUN22-45000-P;1649346093226;open;0.10700062;307.4;0.0001;0.608;0.1082261;0.1175;BTC-24JUN22-45000-P;43272.63;;43272.63;;0.099;2.4;0.1175;14.6;;3.9;2.1739;0.115;0.1175;43713.63;BTC-24JUN22;49.75;0.0;44.77;54.83;80.44581;-25.76002;-57.00831;4e-05;-0.50464;77.0;45000.0;1.6560648e+18;1.0399094123356365
BTC-29APR22-50000-C;1649346093224;open;0.01796172;1811.8;0.0001;0.5125;0.01283812;0.035;BTC-29APR22-50000-C;43272.63;;43272.63;;0.0;0.0;0.022;6.3;;99.6;288.8889;0.009;0.035;43342.39;BTC-29APR22;58.78;0.0;0.0;71.95;27.44884;-37.20879;4.23172;4e-05;0.17724;21.0;50000.0;1.6512264e+18;1.1554549025951517
BTC-24JUN22-25000-P;1649346093224;open;0.01366479;569.3;0.0001;0.518;0.01824079;0.0081;BTC-24JUN22-25000-P;43272.63;;43272.63;;0.0;0.0;0.0085;62.7;;20.5;8.0;0.0075;0.0081;43713.63;BTC-24JUN22;99.14;0.0;0.0;81.52;28.1004;-17.93232;-8.5309;1e-05;-0.07347;77.0;25000.0;1.6560648e+18;0.5777274512975759
BTC-30SEP22-35000-C;1649346093227;open;0.29795189;469.1;0.0001;0.8005;0.30066062;0.3135;BTC-30SEP22-35000-C;43272.63;;43272.63;;0.3005;20.0;0.301;12.0;;20.0;0.0;0.3135;0.3135;44542.04;BTC-30SEP22;71.02;0.0;70.91;71.15;94.05248;-19.00957;100.40093;1e-05;0.76904;175.0;35000.0;1.664532e+18;0.8088184318166062
