;timestamp;state;settlement_price;open_interest;min_price;max_price;mark_price;last_price;instrument_name;index_price;funding_8h;estimated_delivery_price;current_funding;best_bid_price;best_bid_amount;best_ask_price;best_ask_amount;stats.volume_usd;stats.volume;stats.price_change;stats.low;stats.high;underlying_price;underlying_index;mark_iv;interest_rate;bid_iv;ask_iv;greeks.vega;greeks.theta;greeks.rho;greeks.gamma;greeks.delta;t;strike;expiration;m
BTC-24JUN22-30000-C;1649865321197;open;0.27132997;515.3;0.0001;0.788;0.2881;0.278;BTC-24JUN22-30000-C;41217.66;;41217.66;;0.0;0.0;0.2795;120.2;;104.2;-26.162;0.2565;0.772;41447.79;BTC-24JUN22;59.66;0.0;0.0;43.88;29.26327;-12.17974;50.79279;1e-05;0.91227;71.0;30000.0;1.6560648e+18;0.7278373526129361
BTC-22APR22-35000-P;1649865322203;open;0.00408006;1334.5;0.0001;0.5015;0.0018;0.0025;BTC-22APR22-35000-P;41218.29;;41218.29;;0.001;240.5;0.003;252.5;;1225.6;-44.4444;0.001;0.0065;41241.87;BTC-22APR22;64.08;0.0;57.29;71.25;5.86577;-21.67523;-0.4443;2e-05;-0.04353;8.0;35000.0;1.6506216e+18;0.8491435780484254
BTC-24JUN22-55000-C;1649865322204;open;0.01954472;266.0;0.0001;0.5265;0.0269;0.015;BTC-24JUN22-55000-C;41218.29;;41218.29;;0.017;192.4;0.0195;192.4;;86.0;-16.6667;0.015;0.018;41448.33;BTC-24JUN22;63.8;0.0;55.02;57.38;50.65411;-22.54592;13.68669;2e-05;0.1951;71.0;55000.0;1.6560648e+18;1.3343684797903828
BTC-30SEP22-300000-C;1649865322203;open;0.0010743;470.6;0.0001;0.5015;0.0016;0.0015;BTC-30SEP22-300000-C;41218.29;;41218.29;;0.001;102.4;0.0;0.0;;60.0;0.0;0.0015;0.0015;42026.59;BTC-30SEP22;104.93;0.0;100.04;0.0;6.57608;-2.03335;1.32611;0.0;0.00843;169.0;300000.0;1.664532e+18;7.278373526129361
BTC-30SEP22-60000-P;1649865322206;open;0.52463718;288.1;0.0001;0.983;0.4834;0.5075;BTC-30SEP22-60000-P;41218.29;;41218.29;;0.0;0.0;0.499;12.0;;;;;;42026.59;BTC-30SEP22;62.09;0.0;0.0;68.84;93.77625;-17.15974;-238.12045;2e-05;-0.73543;169.0;60000.0;1.664532e+18;1.4556747052258723
BTC-30SEP22-50000-C;1649865322203;open;0.09611351;1040.5;0.0001;0.5935;0.0936;0.089;BTC-30SEP22-50000-C;41218.29;;41218.29;;0.0915;38.5;0.0955;38.5;;37.3;-4.8128;0.088;0.0935;42026.59;BTC-30SEP22;58.29;0.0;57.52;59.03;111.10983;-19.08713;60.99962;2e-05;0.4058;169.0;50000.0;1.664532e+18;1.2130622543548935
BTC-24JUN22-25000-C;1649865322203;open;0.38816542;129.5;0.0001;0.899;0.399;0.3935;BTC-24JUN22-25000-C;41218.29;;41218.29;;0.0;0.0;0.3935;23.3;;100.0;1.943;0.386;0.3974;41447.7;BTC-24JUN22;59.68;0.0;0.0;0.0;9.07136;-3.77663;47.24482;0.0;0.97953;71.0;25000.0;1.6560648e+18;0.6065311271774467
BTC-29APR22-40000-P;1649865322610;open;0.04166036;371.2;0.0001;0.5265;0.0266;0.0406;BTC-29APR22-40000-P;41218.29;;41218.29;;0.026;192.4;0.0305;2.0;;75.7;-5.5814;0.04;0.053;41244.8;BTC-29APR22;48.95;0.0;48.24;54.02;32.03537;-50.03321;-6.88165;9e-05;-0.36209;15.0;40000.0;1.6512264e+18;0.9704498034839147
BTC-30SEP22-80000-C;1649865322204;open;0.03949669;266.6;0.0001;0.527;0.027;0.027;BTC-30SEP22-80000-C;41218.29;;41218.29;;0.0255;40.6;0.0285;48.1;;23.9;0.0;0.027;0.027;42026.59;BTC-30SEP22;70.36;0.0;69.34;71.36;62.28444;-12.91445;21.14329;1e-05;0.13523;169.0;80000.0;1.664532e+18;1.9408996069678295
BTC-30SEP22-50000-P;1649865322204;open;0.32014387;324.1;0.0001;0.783;0.2833;0.319;BTC-30SEP22-50000-P;41218.29;;41218.29;;0.319;11.5;0.0;0.0;;18.2;-8.2014;0.319;0.3475;42026.59;BTC-30SEP22;58.29;0.0;71.63;0.0;111.10983;-19.08713;-171.42523;2e-05;-0.5942;169.0;50000.0;1.664532e+18;1.2130622543548935
BTC-30DEC22-50000-P;1649865322205;open;0.35777987;304.3;0.0001;0.8265;0.3269;0.8355;BTC-30DEC22-50000-P;41218.29;;41218.29;;0.8355;8.8;0.0;0.0;;55.2;131.1203;0.0005;0.846;42520.33;BTC-30DEC22;63.11;0.0;238.06;0.0;143.25366;-17.34076;-255.60984;2e-05;-0.51483;260.0;50000.0;1.6723944e+18;1.2130622543548935
BTC-30DEC22-25000-C;1649865322206;open;0.44274015;126.3;0.0001;0.959;0.4594;0.5115;BTC-30DEC22-25000-C;41218.29;;41218.29;;0.0005;0.1;0.0;0.0;;;;;;42520.33;BTC-30DEC22;71.7;0.0;0.0;0.0;71.50067;-9.83337;127.9913;1e-05;0.8809;260.0;25000.0;1.6723944e+18;0.6065311271774467
BTC-29APR22-45000-P;1649865322204;open;0.12832716;189.3;0.0001;0.601;0.1013;0.1145;BTC-29APR22-45000-P;41218.29;;41218.29;;0.096;48.1;0.103;2.0;;6.4;-11.2403;0.047;0.129;41244.8;BTC-29APR22;46.86;0.0;36.66;49.79;23.7793;-35.55642;-15.99481;7e-05;-0.80202;15.0;45000.0;1.6512264e+18;1.0917560289194042
BTC-30SEP22-250000-C;1649865323210;open;0.00188283;194.7;0.0001;0.503;0.0034;0.001;BTC-30SEP22-250000-C;41222.33;;41222.33;;0.0005;12.0;0.0;0.0;;;;;;42027.11;BTC-30SEP22;104.93;0.0;86.7;0.0;11.70556;-3.61942;2.53819;0.0;0.01639;169.0;250000.0;1.664532e+18;6.065311271774467
BTC-27MAY22-55000-C;1649865323211;open;0.01017791;999.1;0.0001;0.5135;0.0139;0.0115;BTC-27MAY22-55000-C;41222.33;;41222.33;;0.0125;160.7;0.015;192.4;;53.3;4.5455;0.009;0.0115;41295.98;BTC-27MAY22;67.04;0.0;65.13;68.53;30.43966;-23.36447;5.80574;2e-05;0.13139;43.0;55000.0;1.6536456e+18;1.3343684797903828
BTC-29APR22-60000-P;1649865323210;open;0.49539044;31.5;0.0001;0.955;0.4552;0.5445;BTC-29APR22-60000-P;41222.33;;41222.33;;0.0005;0.1;0.5405;0.2;;5.5;0.0;0.5445;0.5445;41244.49;BTC-29APR22;74.88;0.0;0.0;252.19;2.21578;-5.29439;-25.59613;0.0;-0.99031;15.0;60000.0;1.6512264e+18;1.4556747052258723
BTC-30DEC22-100000-C;1649865323211;open;0.03776605;374.7;0.0001;0.541;0.0413;0.027;BTC-30DEC22-100000-C;41222.33;;41222.33;;0.0405;48.1;0.0425;2.0;;66.5;-35.7143;0.0265;0.042;42520.18;BTC-30DEC22;76.44;0.0;76.03;77.01;86.86627;-12.73604;35.55837;1e-05;0.15843;260.0;100000.0;1.6723944e+18;2.426124508709787
BTC-24JUN22-150000-P;1649865323210;open;2.75357163;61.7;2.1565;3.156;2.6562;2.842;BTC-24JUN22-150000-P;41222.33;;41222.33;;0.0005;0.1;0.0;0.0;;;;;;41448.24;BTC-24JUN22;185.58;0.0;0.0;0.0;37.69632;-48.80362;-287.43068;1e-05;-0.87553;71.0;150000.0;1.6560648e+18;3.6391867630646804
BTC-24JUN22-70000-C;1649865323212;open;0.00686526;1549.2;0.0001;0.5265;0.0268;0.0065;BTC-24JUN22-70000-C;41222.33;;41222.33;;0.006;13.0;0.008;192.4;;;;;;41452.28;BTC-24JUN22;94.27;0.0;67.07;70.9;42.42748;-27.90252;9.85656;1e-05;0.14791;71.0;70000.0;1.6560648e+18;1.6982871560968509
BTC-15APR22-50000-P;1649865323212;open;0.24538594;51.9;0.0001;0.7125;0.2129;0.203;BTC-15APR22-50000-P;41222.33;;41222.33;;0.206;2.6;0.282;12.0;;37.4;93.3333;0.105;0.203;41229.24;BTC-15APR22;97.44;0.0;0.0;500.0;0.16923;-4.93653;-2.28433;0.0;-0.99809;1.0;50000.0;1.6500168e+18;1.2130622543548935
BTC-22APR22-50000-C;1649865323212;open;0.0007061;122.5;0.0001;0.5005;0.0007;0.0005;BTC-22APR22-50000-C;41222.33;;41222.33;;0.0005;12.0;0.001;12.0;;25.0;0.0;0.0005;0.0005;41242.18;BTC-22APR22;60.52;0.0;57.27;63.53;3.31017;-11.55207;0.20637;1e-05;0.0218;8.0;50000.0;1.6506216e+18;1.2130622543548935
BTC-22APR22-40000-P;1649865323212;open;0.02779154;398.1;0.0001;0.5205;0.0205;0.0205;BTC-22APR22-40000-P;41222.33;;41222.33;;0.02;1.1;0.021;12.0;;36.3;-39.7059;0.0205;0.044;41242.18;BTC-22APR22;55.28;0.0;54.33;56.09;23.39412;-74.58119;-3.57136;0.0001;-0.34401;8.0;40000.0;1.6506216e+18;0.9704498034839147
BTC-30DEC22-60000-P;1649865323211;open;0.54893318;147.5;0.015;1.0145;0.5148;1.0605;BTC-30DEC22-60000-P;41222.33;;41222.33;;1.0595;5.5;0.0;0.0;;28.5;92.8182;0.55;1.061;42520.18;BTC-30DEC22;65.16;0.0;246.22;0.0;134.8351;-16.85319;-349.70752;2e-05;-0.63683;260.0;60000.0;1.6723944e+18;1.4556747052258723
BTC-27MAY22-25000-P;1649865323211;open;0.00380118;161.3;0.0001;0.502;0.0025;0.0035;BTC-27MAY22-25000-P;41222.33;;41222.33;;0.0015;192.4;0.0035;180.7;;24.6;-36.3636;0.0035;0.0055;41295.98;BTC-27MAY22;77.64;0.0;71.49;82.56;7.66276;-6.81143;-1.23832;0.0;-0.02258;43.0;25000.0;1.6536456e+18;0.6065311271774467
BTC-24JUN22-40000-C;1649865323210;open;0.09579196;1011.0;0.0001;0.6075;0.108;0.104;BTC-24JUN22-40000-C;41222.33;;41222.33;;0.105;115.5;0.111;115.5;;331.1;7.2165;0.092;0.1207;41448.24;BTC-24JUN22;51.62;0.0;49.85;53.37;70.65216;-25.44242;40.55964;4e-05;0.60637;71.0;40000.0;1.6560648e+18;0.9704498034839147
BTC-22APR22-46000-P;1649865324218;open;0.14853906;102.3;0.0001;0.618;0.1183;0.1395;BTC-22APR22-46000-P;41222.15;;41222.15;;0.0;0.0;0.1215;3.6;;;;;;41245.88;BTC-22APR22;50.34;0.0;0.0;61.61;9.95883;-28.91097;-10.11547;5e-05;-0.91423;8.0;46000.0;1.6506216e+18;1.116017274006502
BTC-22APR22-42000-P;1649865324219;open;0.06068432;64.0;0.0001;0.542;0.0423;0.053;BTC-22APR22-42000-P;41222.15;;41222.15;;0.037;144.4;0.044;12.0;;7.6;-25.3521;0.0515;0.08;41245.88;BTC-22APR22;52.09;0.0;43.32;54.94;24.92757;-74.87538;-6.03404;0.00012;-0.57361;8.0;42000.0;1.6506216e+18;1.0189722936581105
BTC-30DEC22-50000-C;1649865324219;open;0.1493671;454.8;0.0001;0.651;0.151;0.1545;BTC-30DEC22-50000-C;41222.15;;41222.15;;0.1485;38.5;0.154;38.5;;8.0;0.3247;0.144;0.155;42523.31;BTC-30DEC22;63.11;0.0;62.36;63.99;143.2644;-17.34206;101.48845;2e-05;0.48522;260.0;50000.0;1.6723944e+18;1.2130622543548935
BTC-24JUN22-55000-P;1649865324219;open;0.38292903;130.7;0.0001;0.8535;0.3539;0.3835;BTC-24JUN22-55000-P;41222.15;;41222.15;;0.349;10.0;0.357;3.1;;;;;;41451.79;BTC-24JUN22;63.87;0.0;59.75;66.38;50.72322;-22.60035;-94.28257;2e-05;-0.80449;71.0;55000.0;1.6560648e+18;1.3343684797903828
BTC-15APR22-48000-P;1649865324218;open;0.19555851;64.1;0.0001;0.664;0.1642;0.1755;BTC-15APR22-48000-P;41222.15;;41222.15;;0.0;0.0;0.727;4.0;;;;;;41228.81;BTC-15APR22;76.42;0.0;0.0;500.0;0.15855;-3.62743;-2.19305;0.0;-0.99823;1.0;48000.0;1.6500168e+18;1.1645397641806978
BTC-27MAY22-30000-C;1649865324220;open;0.26621203;146.3;0.0001;0.782;0.2822;0.7635;BTC-27MAY22-30000-C;41222.15;;41222.15;;0.0005;0.1;0.0;0.0;;11.0;-0.0654;0.7635;0.764;41298.81;BTC-27MAY22;69.43;0.0;0.0;0.0;19.88868;-15.81055;31.83816;1e-05;0.92661;43.0;30000.0;1.6536456e+18;0.7278373526129361
BTC-22APR22-60000-C;1649865324218;open;5.567e-05;105.1;0.0001;0.5;0.0001;0.0005;BTC-22APR22-60000-C;41222.15;;41222.15;;0.0;0.0;0.0005;12.0;;;;;;41245.88;BTC-22APR22;84.47;0.0;0.0;101.05;0.48393;-2.35728;0.02308;0.0;0.00245;8.0;60000.0;1.6506216e+18;1.4556747052258723
BTC-29APR22-45000-C;1649865324218;open;0.00704011;2569.2;0.0001;0.51;0.0102;0.0095;BTC-29APR22-45000-C;41222.15;;41222.15;;0.008;240.5;0.0105;240.5;;83.1;72.7273;0.004;0.0095;41247.98;BTC-29APR22;46.86;0.0;42.83;47.31;23.79716;-35.58313;3.32846;7e-05;0.1982;15.0;45000.0;1.6512264e+18;1.0917560289194042
BTC-30SEP22-200000-C;1649865324221;open;0.00467403;168.4;0.0001;0.504;0.0044;0.002;BTC-30SEP22-200000-C;41222.15;;41222.15;;0.004;48.1;0.006;49.9;;;;;;42030.79;BTC-30SEP22;97.57;0.0;96.28;101.46;15.09651;-4.34077;3.44806;0.0;0.0221;169.0;200000.0;1.664532e+18;4.852249017419574
BTC-30SEP22-40000-C;1649865324220;open;0.16052741;464.3;0.0001;0.6735;0.1738;0.161;BTC-30SEP22-40000-C;41222.15;;41222.15;;0.171;28.9;0.1765;28.9;;91.6;0.0;0.161;0.161;42030.79;BTC-30SEP22;56.29;0.0;55.18;57.31;108.58451;-18.01328;88.30897;2e-05;0.62587;169.0;40000.0;1.664532e+18;0.9704498034839147
BTC-31MAR23-150000-P;1649865324218;open;2.61831927;1.0;2.019;3.0185;2.5188;2.1285;BTC-31MAR23-150000-P;41222.15;;41222.15;;2.401;1.0;0.0;0.0;;;;;;43074.27;BTC-31MAR23;81.8;0.0;0.0;0.0;86.8162;-10.09666;-1408.70604;1e-05;-0.87545;351.0;150000.0;1.6802568e+18;3.6391867630646804
BTC-31MAR23-55000-C;1649865324221;open;0.18106209;1.2;0.0001;0.6855;0.1858;0.1815;BTC-31MAR23-55000-C;41222.15;;41222.15;;0.1825;28.9;0.188;28.9;;0.1;0.0;0.1815;0.1815;43074.09;BTC-31MAR23;69.97;0.0;69.13;70.54;168.66071;-16.77957;128.34083;1e-05;0.49504;351.0;55000.0;1.6802568e+18;1.3343684797903828
BTC-24JUN22-35000-C;1649865325226;open;0.17106524;348.4;0.0001;0.686;0.1864;0.1715;BTC-24JUN22-35000-C;41222.39;;41222.39;;0.0;0.0;0.2065;12.0;;57.2;0.0;0.1715;0.1715;41451.51;BTC-24JUN22;53.87;0.0;0.0;69.06;52.00672;-19.54354;49.63383;3e-05;0.7962;71.0;35000.0;1.6560648e+18;0.8491435780484254
BTC-30SEP22-100000-C;1649865325225;open;0.01814348;201.4;0.0001;0.5165;0.017;0.0105;BTC-30SEP22-100000-C;41222.39;;41222.39;;0.0155;40.2;0.018;42.0;;;;;;42030.28;BTC-30SEP22;77.7;0.0;76.27;78.64;44.64699;-10.22301;13.31667;1e-05;0.08514;169.0;100000.0;1.664532e+18;2.426124508709787
BTC-30SEP22-300000-P;1649865325225;open;6.34525645;9.8;5.548;6.858;6.1393;6.195;BTC-30SEP22-300000-P;41222.39;;41222.39;;0.0005;0.1;0.0;0.0;;;;;;42030.28;BTC-30SEP22;104.93;0.0;0.0;0.0;6.57858;-2.03413;-1393.22243;0.0;-0.99157;169.0;300000.0;1.664532e+18;7.278373526129361
BTC-30DEC22-45000-P;1649865325225;open;0.27480132;232.1;0.0001;0.744;0.2441;0.24;BTC-30DEC22-45000-P;41222.39;;41222.39;;0.2405;28.9;0.251;28.9;;56.0;0.4184;0.239;0.252;42522.28;BTC-30DEC22;62.32;0.0;61.24;64.4;141.63052;-16.92925;-207.16647;2e-05;-0.43811;260.0;45000.0;1.6723944e+18;1.0917560289194042
BTC-30SEP22-25000-C;1649865325226;open;0.41354391;67.0;0.0001;0.9245;0.4246;0.0005;BTC-30SEP22-25000-C;41222.39;;41222.39;;0.0005;1.1;0.416;25.0;;2.1;-99.8724;0.0005;0.398;42030.28;BTC-30SEP22;64.5;0.0;0.0;54.99;42.82921;-8.14038;96.67249;1e-05;0.91944;169.0;25000.0;1.664532e+18;0.6065311271774467
BTC-31MAR23-25000-C;1649865325225;open;0.48478769;0.0;0.0001;0.994;0.4944;undefined;BTC-31MAR23-25000-C;41222.39;;41222.39;;0.0;0.0;0.0;0.0;;;;;;43072.89;BTC-31MAR23;76.25;0.0;0.0;0.0;91.99784;-9.97416;153.62622;1e-05;0.86457;351.0;25000.0;1.6802568e+18;0.6065311271774467
BTC-29APR22-50000-P;1649865325225;open;0.24761629;165.5;0.0001;0.7135;0.2139;0.2215;BTC-29APR22-50000-P;41222.39;;41222.39;;0.0155;10.0;0.288;0.2;;;;;;41247.29;BTC-29APR22;51.85;0.0;0.0;176.53;7.53519;-12.46598;-20.7679;2e-05;-0.95886;15.0;50000.0;1.6512264e+18;1.2130622543548935
BTC-29APR22-60000-C;1649865325225;open;0.00033943;1321.9;0.0001;0.5;0.0005;0.0005;BTC-29APR22-60000-C;41222.39;;41222.39;;0.0;0.0;0.0005;12.0;;1.0;0.0;0.0005;0.0005;41247.29;BTC-29APR22;74.88;0.0;0.0;75.16;2.2182;-5.30016;0.1632;0.0;0.0097;15.0;60000.0;1.6512264e+18;1.4556747052258723
