;timestamp;state;settlement_price;open_interest;min_price;max_price;mark_price;last_price;instrument_name;index_price;funding_8h;estimated_delivery_price;current_funding;best_bid_price;best_bid_amount;best_ask_price;best_ask_amount;stats.volume_usd;stats.volume;stats.price_change;stats.low;stats.high;underlying_price;underlying_index;mark_iv;interest_rate;bid_iv;ask_iv;greeks.vega;greeks.theta;greeks.rho;greeks.gamma;greeks.delta;t;strike;expiration;m
BTC-30DEC22-50000-P;1649599930621;open;0.29706835;179.3;0.0001;0.798;0.29827809;0.131;BTC-30DEC22-50000-P;42621.66;;42621.66;;0.244;6.0;0.0;0.0;;;;;;44297.16;BTC-30DEC22;64.07;0.0;48.05;0.0;150.03314;-18.22328;-249.13971;2e-05;-0.48008;263.0;50000.0;1.6723944e+18;1.1731030922997514
BTC-30DEC22-25000-C;1649599930622;open;0.47985675;126.3;0.0001;0.9785;0.47876281;0.5115;BTC-30DEC22-25000-C;42621.66;;42621.66;;0.4515;10.0;0.0;0.0;;;;;;44297.43;BTC-30DEC22;72.67;0.0;52.75;0.0;70.07666;-9.65419;132.13262;1e-05;0.89157;263.0;25000.0;1.6723944e+18;0.5865515461498757
BTC-29APR22-45000-P;1649599930623;open;0.08073297;139.5;0.0001;0.579;0.0793766;0.0865;BTC-29APR22-45000-P;42621.66;;42621.66;;0.0785;9.2;0.083;12.0;;;;;;42698.14;BTC-29APR22;51.37;0.0;50.32;55.66;35.73178;-48.96665;-16.05254;7e-05;-0.65281;18.0;45000.0;1.6512264e+18;1.0557927830697762
BTC-30SEP22-250000-C;1649599931632;open;0.00122445;194.7;0.0001;0.501;0.0012099;0.0015;BTC-30SEP22-250000-C;42621.56;;42621.56;;0.0005;12.0;0.0;0.0;;;;;;43670.22;BTC-30SEP22;91.52;0.0;84.36;0.0;5.86537;-1.55374;1.19975;0.0;0.00701;172.0;250000.0;1.664532e+18;5.865515461498757
BTC-27MAY22-55000-C;1649599931629;open;0.01156121;18.9;0.0001;0.512;0.0121581;0.013;BTC-27MAY22-55000-C;42621.56;;42621.56;;0.0115;8.4;0.0125;12.0;;5.0;0.0;0.0125;0.013;42782.07;BTC-27MAY22;57.06;0.0;56.18;57.51;32.32057;-19.7274;6.43503;2e-05;0.12962;46.0;55000.0;1.6536456e+18;1.2904134015297264
BTC-29APR22-60000-P;1649599931632;open;0.41162449;27.5;0.0001;0.912;0.41216617;0.4535;BTC-29APR22-60000-P;42621.56;;42621.56;;0.0005;0.1;0.4525;4.0;;1.5;0.0;0.4535;0.4535;42698.18;BTC-29APR22;97.43;0.0;0.0;170.73;13.87568;-36.06788;-29.28796;2e-05;-0.92371;18.0;60000.0;1.6512264e+18;1.4077237107597016
BTC-30DEC22-100000-C;1649599931629;open;0.05965371;409.1;0.0001;0.559;0.05931216;0.062;BTC-30DEC22-100000-C;42621.56;;42621.56;;0.03;3.9;0.0;0.0;;;;;;44297.34;BTC-30DEC22;81.63;0.0;67.82;0.0;106.75389;-16.52014;46.39228;1e-05;0.20425;263.0;100000.0;1.6723944e+18;2.346206184599503
BTC-24JUN22-150000-P;1649599931629;open;2.51303611;61.7;2.014;3.0135;2.51399975;2.803;BTC-24JUN22-150000-P;42621.56;;42621.56;;0.0005;0.1;0.0;0.0;;;;;;42955.96;BTC-24JUN22;160.0;0.0;0.0;0.0;30.54424;-32.69313;-301.52143;1e-05;-0.91389;74.0;150000.0;1.6560648e+18;3.519309276899254
BTC-24JUN22-70000-C;1649599931629;open;0.02985423;1505.1;0.0001;0.5295;0.02963455;0.0085;BTC-24JUN22-70000-C;42621.56;;42621.56;;0.007;12.0;0.008;2.2;;;;;;42955.96;BTC-24JUN22;90.74;0.0;64.11;65.85;47.78755;-29.00689;11.69213;1e-05;0.16256;74.0;70000.0;1.6560648e+18;1.6423443292196518
BTC-15APR22-50000-P;1649599931631;open;0.17220507;51.9;0.0001;0.6725;0.17297811;0.1315;BTC-15APR22-50000-P;42621.56;;42621.56;;0.1315;5.0;0.2115;0.3;;34.2;0.0;0.1315;0.1315;42636.37;BTC-15APR22;60.62;0.0;0.0;209.26;1.47039;-9.39954;-6.43285;1e-05;-0.98843;4.0;50000.0;1.6500168e+18;1.1731030922997514
BTC-22APR22-50000-C;1649599931631;open;0.0017472;97.4;0.0001;0.5015;0.00197688;0.0015;BTC-22APR22-50000-C;42621.56;;42621.56;;0.0015;12.0;0.0025;12.0;;;;;;42654.55;BTC-22APR22;52.8;0.0;50.08;55.38;8.07803;-18.16226;0.67951;3e-05;0.0515;11.0;50000.0;1.6506216e+18;1.1731030922997514
BTC-22APR22-40000-P;1649599931631;open;0.0148358;101.0;0.0001;0.5145;0.01453721;0.0135;BTC-22APR22-40000-P;42621.56;;42621.56;;0.0;0.0;0.0155;12.0;;4.4;-15.625;0.0135;0.016;42654.55;BTC-22APR22;54.53;0.0;0.0;56.25;23.79028;-55.24341;-3.49447;7e-05;-0.24013;11.0;40000.0;1.6506216e+18;0.938482473839801
BTC-30DEC22-60000-P;1649599931629;open;0.4700499;133.7;0.0001;0.9715;0.4717591;0.7545;BTC-30DEC22-60000-P;42621.56;;42621.56;;0.01;12.0;0.0;0.0;;;;;;44297.34;BTC-30DEC22;65.58;0.0;0.0;0.0;145.01553;-18.02874;-344.56381;2e-05;-0.60472;263.0;60000.0;1.6723944e+18;1.4077237107597016
BTC-27MAY22-25000-P;1649599931631;open;0.00236807;10.8;0.0001;0.502;0.00233723;0.005;BTC-27MAY22-25000-P;42621.56;;42621.56;;0.0;0.0;0.0;0.0;;;;;;42781.97;BTC-27MAY22;78.82;0.0;0.0;0.0;7.53695;-6.35508;-1.24547;0.0;-0.0204;46.0;25000.0;1.6536456e+18;0.5865515461498757
BTC-24JUN22-40000-C;1649599931631;open;0.14881541;1005.6;0.0001;0.6475;0.14797447;0.149;BTC-24JUN22-40000-C;42621.56;;42621.56;;0.0;0.0;0.149;3.9;;1.1;-1.9737;0.1485;0.152;42955.86;BTC-24JUN22;63.44;0.0;0.0;64.06;71.81591;-30.47971;44.37219;3e-05;0.65243;74.0;40000.0;1.6560648e+18;0.938482473839801
BTC-22APR22-46000-P;1649599932635;open;0.08873489;100.8;0.0001;0.589;0.08904184;0.1585;BTC-22APR22-46000-P;42621.59;;42621.59;;0.05;0.2;0.0;0.0;;46.0;-2.7607;0.155;0.1665;42654.55;BTC-22APR22;50.43;0.0;0.0;0.0;22.34824;-47.9964;-11.99443;8e-05;-0.78509;11.0;46000.0;1.6506216e+18;1.0792548449157713
BTC-22APR22-42000-P;1649599932637;open;0.02957522;46.3;0.0001;0.5295;0.02962284;0.029;BTC-22APR22-42000-P;42621.59;;42621.59;;0.029;3.2;0.0305;12.0;;1.1;1.7544;0.0285;0.029;42654.58;BTC-22APR22;51.83;0.0;50.94;53.08;29.83713;-65.85322;-6.11085;0.0001;-0.41573;11.0;42000.0;1.6506216e+18;0.985406597531791
BTC-30DEC22-50000-C;1649599932635;open;0.17023821;429.7;0.0001;0.6695;0.16953933;0.1805;BTC-30DEC22-50000-C;42621.59;;42621.59;;0.0;0.0;0.176;1.3;;;;;;44297.16;BTC-30DEC22;64.07;0.0;0.0;65.98;150.03314;-18.22328;112.15024;2e-05;0.51992;263.0;50000.0;1.6723944e+18;1.1731030922997514
BTC-24JUN22-55000-P;1649599932635;open;0.35399538;124.7;0.0001;0.841;0.34141632;0.358;BTC-24JUN22-55000-P;42621.59;;42621.59;;0.28;10.0;0.358;0.1;;5.1;0.0;0.358;0.358;42955.87;BTC-24JUN22;80.83;0.0;0.0;90.96;68.67962;-37.13783;-90.63108;2e-05;-0.68893;74.0;55000.0;1.6560648e+18;1.2904134015297264
BTC-15APR22-48000-P;1649599932638;open;0.12572246;73.1;0.0001;0.626;0.12636735;0.05;BTC-15APR22-48000-P;42621.59;;42621.59;;0.0;0.0;0.727;4.0;;;;;;42636.28;BTC-15APR22;52.5;0.0;0.0;500.0;2.89354;-16.01793;-6.09718;2e-05;-0.97444;4.0;48000.0;1.6500168e+18;1.1261789686077612
BTC-27MAY22-30000-C;1649599932637;open;0.30620427;135.3;0.0001;0.8055;0.30591286;0.3905;BTC-27MAY22-30000-C;42621.59;;42621.59;;0.0005;0.1;0.0;0.0;;;;;;42781.91;BTC-27MAY22;69.47;0.0;0.0;0.0;18.31794;-13.61284;34.72081;1e-05;0.93966;46.0;30000.0;1.6536456e+18;0.7038618553798508
BTC-22APR22-60000-C;1649599932635;open;0.00028934;104.6;0.0001;0.5;0.00026346;0.001;BTC-22APR22-60000-C;42621.59;;42621.59;;0.0;0.0;0.0005;12.0;;;;;;42654.55;BTC-22APR22;74.35;0.0;0.0;80.13;1.36825;-4.33217;0.08355;0.0;0.00635;11.0;60000.0;1.6506216e+18;1.4077237107597016
BTC-12APR22-41000-C;1649599932635;open;;0.0;0.0001;0.5405;0.04083004;;BTC-12APR22-41000-C;42621.59;;42621.59;;0.0355;2.9;0.043;3.1;;;;;;42626.9996083;SYN.BTC-12APR22;53.08;0.0;0.0;65.72;6.55843;-99.93942;1.66593;0.00014;0.85986;1.0;41000.0;1.6497576e+18;0.9619445356857961
BTC-29APR22-45000-C;1649599932638;open;0.02710815;550.6;0.0001;0.525;0.02546844;0.026;BTC-29APR22-45000-C;42621.59;;42621.59;;0.0255;6.8;0.0265;12.0;;0.3;1.9608;0.0255;0.026;42698.1;BTC-29APR22;51.37;0.0;51.41;52.6;35.73163;-48.96645;7.05356;7e-05;0.34719;18.0;45000.0;1.6512264e+18;1.0557927830697762
BTC-12APR22-40000-C;1649599932635;open;;2.0;0.0001;0.563;0.0630183;0.061;BTC-12APR22-40000-C;42621.59;;42621.59;;0.061;3.0;0.0655;2.0;;2.0;0.0;0.061;0.061;42626.9996083;SYN.BTC-12APR22;63.47;0.0;0.0;83.92;3.97129;-72.35923;1.76264;7e-05;0.92959;1.0;40000.0;1.6497576e+18;0.938482473839801
BTC-30SEP22-200000-C;1649599934649;open;0.00223399;168.4;0.0001;0.502;0.00220964;0.0025;BTC-30SEP22-200000-C;42623.29;;42623.29;;0.001;12.0;0.0;0.0;;;;;;43671.49;BTC-30SEP22;87.19;0.0;80.19;0.0;9.8219;-2.47884;2.15758;0.0;0.01265;172.0;200000.0;1.664532e+18;4.692412369199006
BTC-30SEP22-40000-C;1649599934653;open;0.20764079;537.3;0.0001;0.709;0.20943476;0.233;BTC-30SEP22-40000-C;42623.29;;42623.29;;0.173;1.7;0.245;91.6;;;;;;43671.46;BTC-30SEP22;62.9;0.0;48.39;77.07;109.76981;-19.98658;93.63732;2e-05;0.6625;172.0;40000.0;1.664532e+18;0.938482473839801
BTC-12APR22-43000-P;1649599934649;open;;101.8;0.0001;0.518;0.01814071;0.017;BTC-12APR22-43000-P;42623.29;;42623.29;;0.017;0.6;0.0185;12.0;;402.6;4.9383;0.0145;0.0201;42628.67141295;SYN.BTC-12APR22;48.18;0.0;43.9;49.52;11.40317;-157.73028;-1.24997;0.00027;-0.59636;1.0;43000.0;1.6497576e+18;1.008868659377786
BTC-31MAR23-150000-P;1649599934652;open;2.36611809;1.0;1.8585;2.858;2.35804856;2.1285;BTC-31MAR23-150000-P;42623.29;;42623.29;;0.0;0.0;0.0;0.0;;;;;;44903.64;BTC-31MAR23;68.49;0.0;0.0;0.0;61.82771;-5.96813;-1433.29925;0.0;-0.92631;354.0;150000.0;1.6802568e+18;3.519309276899254
BTC-31MAR23-55000-C;1649599935658;open;0.20461742;0.1;0.0001;0.7045;0.20471028;0.223;BTC-31MAR23-55000-C;42623.09;;42623.09;;0.0;0.0;0.0;0.0;;;;;;44903.44;BTC-31MAR23;71.15;0.0;0.0;0.0;176.26894;-17.67754;139.58471;1e-05;0.52455;354.0;55000.0;1.6802568e+18;1.2904134015297264
BTC-24JUN22-35000-C;1649599935839;open;0.22188747;348.4;0.0001;0.721;0.22120983;0.221;BTC-24JUN22-35000-C;42623.09;;42623.09;;0.0;0.0;0.2285;8.0;;;;;;42957.4;BTC-24JUN22;63.44;0.0;0.0;69.16;53.70984;-22.79523;51.29229;2e-05;0.80431;74.0;35000.0;1.6560648e+18;0.8211721646098259
BTC-30SEP22-100000-C;1649599935659;open;0.02958889;196.8;0.0001;0.529;0.02941104;0.0145;BTC-30SEP22-100000-C;42623.09;;42623.09;;0.0125;2.0;0.0;0.0;;;;;;43671.07;BTC-30SEP22;84.37;0.0;70.1;0.0;62.77628;-15.32965;20.31665;1e-05;0.12771;172.0;100000.0;1.664532e+18;2.346206184599503
BTC-30SEP22-300000-P;1649599935657;open;5.86601415;9.8;5.3025;6.569;5.87205538;6.195;BTC-30SEP22-300000-P;42623.09;;42623.09;;0.0005;0.1;0.0;0.0;;;;;;43671.27;BTC-30SEP22;107.3;0.0;0.0;0.0;9.71712;-3.01791;-1417.74666;0.0;-0.98751;172.0;300000.0;1.664532e+18;7.038618553798508
BTC-30DEC22-45000-P;1649599935656;open;0.22686082;190.7;0.0001;0.7275;0.22783111;0.2295;BTC-30DEC22-45000-P;42623.09;;42623.09;;0.227;10.4;0.2295;0.7;;0.3;0.0;0.2295;0.2295;44298.39;BTC-30DEC22;65.14;0.0;64.88;65.64;145.65833;-17.98673;-201.56835;2e-05;-0.40189;263.0;45000.0;1.6723944e+18;1.0557927830697762
BTC-30SEP22-25000-C;1649599935656;open;0.45542013;67.0;0.0001;0.9495;0.4496489;0.427;BTC-30SEP22-25000-C;42623.09;;42623.09;;0.0;0.0;0.4805;9.0;;1.4;0.1172;0.0005;0.427;43671.27;BTC-30SEP22;70.27;0.0;0.0;95.46;45.26131;-9.20617;96.91971;1e-05;0.91858;172.0;25000.0;1.664532e+18;0.5865515461498757
BTC-31MAR23-25000-C;1649599936666;open;0.52045351;0.0;0.021;1.0205;0.5206036;;BTC-31MAR23-25000-C;42623.04;;42623.04;;0.0;0.0;0.0;0.0;;;;;;44903.01;BTC-31MAR23;81.25;0.0;0.0;0.0;93.09307;-10.66062;152.96419;1e-05;0.87111;354.0;25000.0;1.6802568e+18;0.5865515461498757
BTC-29APR22-50000-P;1649599936664;open;0.1771701;163.5;0.0001;0.676;0.17618065;0.2225;BTC-29APR22-50000-P;42623.04;;42623.04;;0.0155;10.0;0.2215;5.0;;13.8;-12.2288;0.2225;0.255;42698.88;BTC-29APR22;51.67;0.0;0.0;119.43;16.80386;-23.16317;-23.62607;3e-05;-0.90142;18.0;50000.0;1.6512264e+18;1.1731030922997514
BTC-29APR22-60000-C;1649599936664;open;0.0067914;1303.9;0.0001;0.5065;0.00695429;0.007;BTC-29APR22-60000-C;42623.04;;42623.04;;0.007;753.8;0.0;0.0;;3.7;0.0;0.007;0.007;42698.88;BTC-29APR22;97.43;0.0;97.57;0.0;13.87738;-36.0723;1.52049;2e-05;0.0763;18.0;60000.0;1.6512264e+18;1.4077237107597016
BTC-31MAR23-30000-C;1649599936664;open;0.45539946;10.8;0.0001;0.9555;0.45554016;0.466;BTC-31MAR23-30000-C;42623.04;;42623.04;;0.392;1.7;0.0;0.0;;18.3;18.8776;0.392;0.466;44903.06;BTC-31MAR23;81.25;0.0;56.09;0.0;117.36418;-13.44005;157.74839;1e-05;0.817;354.0;30000.0;1.6802568e+18;0.7038618553798508
BTC-24JUN22-65000-P;1649599936664;open;0.55376126;133.3;0.054;1.0535;0.55396151;0.86;BTC-24JUN22-65000-P;42623.04;;42623.04;;0.001;2.0;0.0;0.0;;;;;;42957.16;BTC-24JUN22;90.74;0.0;0.0;0.0;56.15752;-34.08743;-118.14541;2e-05;-0.78914;74.0;65000.0;1.6560648e+18;1.5250340199896768
BTC-15APR22-45000-P;1649599936664;open;0.06066793;58.1;0.0001;0.5605;0.06077426;0.056;BTC-15APR22-45000-P;42623.04;;42623.04;;0.06;6.0;0.0625;6.0;;12.0;0.0;0.056;0.056;42637.07;BTC-15APR22;49.88;0.0;47.2;55.41;12.69354;-66.76324;-4.88579;0.00011;-0.82131;4.0;45000.0;1.6500168e+18;1.0557927830697762
BTC-31MAR23-100000-C;1649599936664;open;0.05678765;250.0;0.0001;0.5515;0.05190431;0.059;BTC-31MAR23-100000-C;42623.04;;42623.04;;0.0515;7.2;0.0585;3.8;;;;;;44903.06;BTC-31MAR23;66.97;0.0;66.82;69.39;119.62798;-11.29189;59.70829;1e-05;0.18872;354.0;100000.0;1.6802568e+18;2.346206184599503
BTC-24JUN22-150000-C;1649599936665;open;0.02225863;380.2;0.0001;0.522;0.02204222;0.001;BTC-24JUN22-150000-C;42623.04;;42623.04;;0.0005;12.0;0.0;0.0;;;;;;42957.16;BTC-24JUN22;160.0;0.0;96.67;0.0;30.5467;-32.69577;5.63664;1e-05;0.08612;74.0;150000.0;1.6560648e+18;3.519309276899254
BTC-15APR22-60000-P;1649599936665;open;0.4064595;4.0;0.0001;0.907;0.40738889;0.0705;BTC-15APR22-60000-P;42623.04;;42623.04;;0.0575;4.0;1.007;0.3;;;;;;42637.02;BTC-15APR22;111.67;0.0;0.0;500.0;0.62584;-7.36948;-7.77113;0.0;-0.99561;4.0;60000.0;1.6500168e+18;1.4077237107597016
BTC-22APR22-48000-P;1649599936664;open;0.12970709;85.7;0.0001;0.6295;0.12959106;0.1945;BTC-22APR22-48000-P;42623.04;;42623.04;;0.085;5.0;0.1725;5.0;;;;;;42656.43;BTC-22APR22;50.43;0.0;0.0;128.41;13.80826;-29.65545;-14.07435;5e-05;-0.89608;11.0;48000.0;1.6506216e+18;1.1261789686077612
BTC-27MAY22-30000-P;1649599936666;open;0.00720109;371.1;0.0001;0.507;0.00713983;0.01;BTC-27MAY22-30000-P;42623.04;;42623.04;;0.0;0.0;0.009;12.0;;4.0;33.3333;0.0075;0.01;42784.49;BTC-27MAY22;69.47;0.0;0.0;73.58;18.31215;-13.60854;-3.69541;1e-05;-0.06031;46.0;30000.0;1.6536456e+18;0.7038618553798508
BTC-12APR22-44000-C;1649599936664;open;;5.0;0.0001;0.5025;0.00281451;0.0035;BTC-12APR22-44000-C;42623.04;;42623.04;;0.0025;3.0;0.003;12.1;;6.0;40.0;0.0025;0.0035;42628.28710743;SYN.BTC-12APR22;46.63;0.0;44.77;47.69;7.35933;-98.5191;0.33344;0.00018;0.16674;1.0;44000.0;1.6497576e+18;1.0323307212237811
BTC-30DEC22-200000-C;1649599937672;open;0.01669652;140.3;0.0001;0.5165;0.01656947;0.007;BTC-30DEC22-200000-C;42623.02;;42623.02;;0.0055;10.6;0.07;6.0;;;;;;44297.76;BTC-30DEC22;92.44;0.0;78.33;124.17;46.92278;-8.22274;15.04241;0.0;0.06356;263.0;200000.0;1.6723944e+18;4.692412369199006
BTC-27MAY22-50000-P;1649599937670;open;0.19465092;84.9;0.0001;0.694;0.19420279;0.207;BTC-27MAY22-50000-P;42623.02;;42623.02;;0.191;3.2;0.199;3.2;;;;;;42785.9;BTC-27MAY22;54.72;0.0;51.83;58.94;47.88086;-28.02484;-52.13622;4e-05;-0.75737;46.0;50000.0;1.6536456e+18;1.1731030922997514
BTC-30DEC22-150000-C;1649599937670;open;0.02665369;94.7;0.0001;0.526;0.02646743;0.0175;BTC-30DEC22-150000-C;42623.02;;42623.02;;0.0105;11.2;0.0;0.0;;;;;;44297.78;BTC-30DEC22;86.82;0.0;73.31;0.0;65.89809;-10.84598;23.41354;1e-05;0.09961;263.0;150000.0;1.6723944e+18;3.519309276899254
BTC-12APR22-45000-C;1649599937670;open;;0.0;0.0001;0.5005;0.00093287;;BTC-12APR22-45000-C;42623.02;;42623.02;;0.0005;12.1;0.001;0.1;;;;;;42628.17464707;SYN.BTC-12APR22;50.52;0.0;44.56;51.29;3.62075;-39.76644;0.1252;8e-05;0.06248;1.0;45000.0;1.6497576e+18;1.0557927830697762
BTC-30DEC22-20000-P;1649599937672;open;0.0382124;382.7;0.0001;0.539;0.03938662;0.0215;BTC-30DEC22-20000-P;42623.02;;42623.02;;0.023;5.7;0.0;0.0;;;;;;44297.76;BTC-30DEC22;91.21;0.0;76.92;0.0;55.33333;-9.56759;-37.82385;0.0;-0.07878;263.0;20000.0;1.6723944e+18;0.4692412369199005
BTC-27MAY22-35000-P;1649599937670;open;0.02311144;179.6;0.0001;0.523;0.02300203;0.023;BTC-27MAY22-35000-P;42623.02;;42623.02;;0.0215;5.0;0.0;0.0;;4.0;-2.1277;0.0225;0.0235;42785.9;BTC-27MAY22;65.57;0.0;63.88;0.0;38.03776;-26.68195;-10.31178;2e-05;-0.1652;46.0;35000.0;1.6536456e+18;0.8211721646098259
BTC-30DEC22-40000-C;1649599937670;open;0.26801384;796.6;0.0001;0.756;0.25612604;0.256;BTC-30DEC22-40000-C;42623.02;;42623.02;;0.0;0.0;0.28;10.2;;400.0;-3.8678;0.255;0.2681;44297.78;BTC-30DEC22;64.04;0.0;0.0;71.89;135.16164;-16.41079;134.75578;1e-05;0.67712;263.0;40000.0;1.6723944e+18;0.938482473839801
BTC-12APR22-46000-C;1649599937670;open;;0.0;0.0001;0.5005;0.0006483;;BTC-12APR22-46000-C;42623.02;;42623.02;;0.0;0.0;0.001;12.0;;;;;;42628.17464707;SYN.BTC-12APR22;61.6;0.0;0.0;66.94;2.46193;-27.63595;0.07708;5e-05;0.03854;1.0;46000.0;1.6497576e+18;1.0792548449157713
BTC-30SEP22-70000-C;1649599937670;open;0.06116271;280.0;0.0001;0.5625;0.06295963;0.048;BTC-30SEP22-70000-C;42623.02;;42623.02;;0.0435;1.5;0.085;30.0;;;;;;43670.89;BTC-30SEP22;75.17;0.0;65.9;84.7;96.78622;-21.05762;40.02097;1e-05;0.2566;172.0;70000.0;1.664532e+18;1.6423443292196518
BTC-12APR22-39000-C;1649599937670;open;;0.0;0.0001;0.5855;0.0858119;;BTC-12APR22-39000-C;42623.02;;42623.02;;0.0;0.0;0.0;0.0;;;;;;42628.17464707;SYN.BTC-12APR22;72.02;0.0;0.0;0.0;2.27103;-46.95352;1.78851;4e-05;0.96508;1.0;39000.0;1.6497576e+18;0.915020411993806
BTC-24JUN22-25000-P;1649599938678;open;0.00811464;579.6;0.0001;0.508;0.00807047;0.008;BTC-24JUN22-25000-P;42623.15;;42623.15;;0.0;0.0;0.0085;9.1;;;;;;42957.14;BTC-24JUN22;79.97;0.0;0.0;80.93;19.01108;-10.17033;-4.82546;1e-05;-0.04679;74.0;25000.0;1.6560648e+18;0.5865515461498757
BTC-31MAR23-40000-C;1649599938679;open;0.30404872;26.0;0.0001;0.8495;0.34972201;0.3485;BTC-31MAR23-40000-C;42623.15;;42623.15;;0.3485;21.3;0.3505;0.8;;10.0;-1.5537;0.3485;0.354;44902.68;BTC-31MAR23;80.66;0.0;80.3;80.89;152.39339;-17.32611;155.67278;1e-05;0.70644;354.0;40000.0;1.6802568e+18;0.938482473839801
BTC-24JUN22-45000-P;1649599938678;open;0.11370654;325.3;0.0001;0.6135;0.11373425;0.1225;BTC-24JUN22-45000-P;42623.15;;42623.15;;0.105;1.0;0.1225;8.3;;12.9;2.0833;0.12;0.1225;42957.01;BTC-24JUN22;47.67;0.0;42.79;52.54;77.1024;-24.58739;-57.75297;4e-05;-0.54282;74.0;45000.0;1.6560648e+18;1.0557927830697762
BTC-29APR22-50000-C;1649599938677;open;0.00647586;1790.1;0.0001;0.505;0.00519498;0.006;BTC-29APR22-50000-C;42623.15;;42623.15;;0.0;0.0;0.006;0.1;;0.1;0.0;0.006;0.006;42698.57;BTC-29APR22;51.67;0.0;0.0;53.65;16.80239;-23.16115;2.04721;3e-05;0.09857;18.0;50000.0;1.6512264e+18;1.1731030922997514
