;timestamp;state;settlement_price;open_interest;min_price;max_price;mark_price;last_price;instrument_name;index_price;funding_8h;estimated_delivery_price;current_funding;best_bid_price;best_bid_amount;best_ask_price;best_ask_amount;stats.volume_usd;stats.volume;stats.price_change;stats.low;stats.high;underlying_price;underlying_index;mark_iv;interest_rate;bid_iv;ask_iv;greeks.vega;greeks.theta;greeks.rho;greeks.gamma;greeks.delta;t;strike;expiration;m
BTC-24JUN22-30000-C;1649323571777;open;0.35152578;180.7;0.0001;0.851;0.35115046;0.3395;BTC-24JUN22-30000-C;43361.31;;43361.31;;0.331;5.5;0.3365;3.9;;0.1;0.0;0.3395;0.3395;43776.09;BTC-24JUN22;92.83;0.0;70.54;77.29;44.29051;-26.37523;47.88184;1e-05;0.86334;77.0;30000.0;1.6560648e+18;0.6918260749247639
BTC-22APR22-35000-P;1649323572378;open;0.00294441;474.4;0.0001;0.503;0.00313925;0.002;BTC-22APR22-35000-P;43362.31;;43362.31;;0.002;12.0;0.004;0.3;;24.0;0.0;0.002;0.002;43377.17499984;SYN.BTC-22APR22;67.95;0.0;61.97;71.72;9.27831;-21.09845;-0.97157;2e-05;-0.05158;14.0;35000.0;1.6506216e+18;0.8071304207455579
BTC-24JUN22-55000-C;1649323572378;open;0.04140637;424.8;0.0001;0.542;0.04201187;0.0685;BTC-24JUN22-55000-C;43362.31;;43362.31;;0.0685;11.7;0.0;0.0;;0.3;0.0;0.0685;0.0685;43776.34;BTC-24JUN22;64.28;0.0;80.71;0.0;66.59347;-27.45917;21.09125;3e-05;0.26765;77.0;55000.0;1.6560648e+18;1.268347804028734
BTC-30SEP22-60000-P;1649323572378;open;0.45367969;288.1;0.0001;0.9555;0.45591631;0.434;BTC-30SEP22-60000-P;43362.31;;43362.31;;0.095;0.1;0.435;12.0;;20.3;12.0;0.3335;0.434;44651.71;BTC-30SEP22;77.53;0.0;0.0;69.59;118.92988;-26.20389;-229.44384;2e-05;-0.61016;175.0;60000.0;1.664532e+18;1.3836521498495278
BTC-30SEP22-300000-C;1649323572378;open;0.00101957;468.7;0.0001;0.501;0.00100771;0.001;BTC-30SEP22-300000-C;43362.31;;43362.31;;0.0005;113.0;0.0;0.0;;24.0;0.0;0.001;0.001;44651.71;BTC-30SEP22;95.8;0.0;90.01;0.0;5.02194;-1.36726;1.00587;0.0;0.00568;175.0;300000.0;1.664532e+18;6.918260749247639
BTC-30SEP22-50000-C;1649323572378;open;0.17056182;665.3;0.0001;0.6695;0.16976954;0.1456;BTC-30SEP22-50000-C;43362.31;;43362.31;;0.163;99.9;0.0;0.0;;205.2;-7.0836;0.0005;0.2217;44651.71;BTC-30SEP22;77.52;0.0;75.06;0.0;123.46135;-27.1985;76.1272;2e-05;0.52348;175.0;50000.0;1.664532e+18;1.1530434582079399
BTC-24JUN22-25000-C;1649323572378;open;0.44399011;145.6;0.0001;0.943;0.44325739;0.4663;BTC-24JUN22-25000-C;43362.31;;43362.31;;0.0;0.0;0.439;3.3;;;;;;43776.34;BTC-24JUN22;92.87;0.0;0.0;84.91;25.42318;-15.14723;46.03344;1e-05;0.93574;77.0;25000.0;1.6560648e+18;0.5765217291039699
BTC-29APR22-40000-P;1649323572378;open;0.03144917;315.3;0.0001;0.5285;0.0285654;0.0265;BTC-29APR22-40000-P;43362.31;;43362.31;;0.0265;0.1;0.0285;12.0;;244.2;20.4545;0.013;0.0305;43393.64;BTC-29APR22;63.6;0.0;61.07;63.54;35.44673;-51.37265;-7.89626;5e-05;-0.27417;21.0;40000.0;1.6512264e+18;0.9224347665663519
BTC-30SEP22-80000-C;1649323572378;open;0.06290478;279.1;0.0001;0.562;0.06249974;0.0525;BTC-30SEP22-80000-C;43362.31;;43362.31;;0.0525;22.8;0.0;0.0;;;;;;44651.71;BTC-30SEP22;83.62;0.0;78.83;0.0;95.83957;-22.77562;37.68004;1e-05;0.23757;175.0;80000.0;1.664532e+18;1.8448695331327039
BTC-30SEP22-50000-P;1649323572378;open;0.2880131;325.0;0.0001;0.7895;0.28960893;0.248;BTC-30SEP22-50000-P;43362.31;;43362.31;;0.248;30.5;0.0;0.0;;4.5;0.0;0.248;0.248;44651.71;BTC-30SEP22;77.52;0.0;62.5;0.0;123.46135;-27.1985;-164.88688;2e-05;-0.47652;175.0;50000.0;1.664532e+18;1.1530434582079399
BTC-30DEC22-50000-P;1649323572378;open;0.30071881;179.4;0.0001;0.8025;0.30256908;0.2735;BTC-30DEC22-50000-P;43362.31;;43362.31;;0.291;8.0;0.31;8.0;;12.0;0.0;0.2735;0.2735;45306.77;BTC-30DEC22;70.01;0.0;66.6;72.21;153.17656;-20.08662;-248.17094;1e-05;-0.44641;266.0;50000.0;1.6723944e+18;1.1530434582079399
BTC-30DEC22-25000-C;1649323572378;open;0.49482426;126.3;0.0001;0.9935;0.49380941;0.5035;BTC-30DEC22-25000-C;43362.31;;43362.31;;0.487;3.3;0.0;0.0;;15.0;0.0;0.5035;0.5035;45306.77;BTC-30DEC22;75.96;0.0;71.55;0.0;71.6438;-10.19296;132.11566;1e-05;0.89254;266.0;25000.0;1.6723944e+18;0.5765217291039699
BTC-29APR22-45000-P;1649323572378;open;0.07924105;157.1;0.0001;0.578;0.07823715;0.0765;BTC-29APR22-45000-P;43362.31;;43362.31;;0.0465;3.3;0.08;0.8;;99.5;39.0909;0.0465;0.0865;43393.64;BTC-29APR22;58.09;0.0;23.59;59.96;41.73104;-55.24727;-16.98581;6e-05;-0.57299;21.0;45000.0;1.6512264e+18;1.0377391123871458
BTC-30SEP22-250000-C;1649323573385;open;0.00152481;194.7;0.0001;0.5015;0.00150765;0.0015;BTC-30SEP22-250000-C;43361.74;;43361.74;;0.001;65.9;0.0;0.0;;12.0;0.0;0.0015;0.0015;44653.02;BTC-30SEP22;91.74;0.0;88.08;0.0;7.17759;-1.8712;1.50803;0.0;0.00851;175.0;250000.0;1.664532e+18;5.7652172910397
BTC-9APR22-42000-C;1649323573389;open;;1.0;0.0001;0.5495;0.04987455;0.0005;BTC-9APR22-42000-C;43361.74;;43361.74;;0.0;0.0;0.0;0.0;;1.0;0.0;0.0005;0.0005;43359.32285713;SYN.BTC-9APR22;111.0;0.0;0.0;0.0;11.47808;-328.32068;1.42442;0.0001;0.66787;1.0;42000.0;1.6494984e+18;0.9685565048946695
BTC-27MAY22-55000-C;1649323573385;open;0.02290166;18.9;0.0001;0.522;0.02244447;0.0335;BTC-27MAY22-55000-C;43361.74;;43361.74;;0.0335;6.1;0.0;0.0;;1.0;0.0;0.0335;0.0335;43547.2;BTC-27MAY22;63.8;0.0;74.04;0.0;43.96233;-28.08246;10.0892;3e-05;0.19178;49.0;55000.0;1.6536456e+18;1.268347804028734
BTC-29APR22-60000-P;1649323573385;open;0.38158749;27.5;0.0001;0.8875;0.38760719;0.324;BTC-29APR22-60000-P;43361.74;;43361.74;;0.2895;0.3;0.0;0.0;;0.3;0.0;0.324;0.324;43394.83;BTC-29APR22;80.67;0.0;0.0;0.0;12.97885;-23.85888;-34.58106;1e-05;-0.93815;21.0;60000.0;1.6512264e+18;1.3836521498495278
BTC-30DEC22-100000-C;1649323573385;open;0.00416854;458.9;0.0001;0.504;0.00409809;0.062;BTC-30DEC22-100000-C;43361.74;;43361.74;;0.062;49.8;0.0;0.0;;0.2;0.0;0.062;0.062;45308.24;BTC-30DEC22;45.0;0.0;80.88;0.0;27.16651;-2.28982;8.9491;0.0;0.03111;266.0;100000.0;1.6723944e+18;2.3060869164158797
BTC-24JUN22-150000-P;1649323573385;open;2.41874545;61.7;1.9275;2.927;2.42722642;2.803;BTC-24JUN22-150000-P;43361.74;;43361.74;;0.0005;0.1;0.0;0.0;;;;;;43777.51;BTC-24JUN22;96.76;0.0;0.0;0.0;3.28138;-2.03679;-319.83775;0.0;-0.99431;77.0;150000.0;1.6560648e+18;3.4591303746238196
BTC-24JUN22-70000-C;1649323573385;open;0.02859796;1520.1;0.0001;0.528;0.02823146;0.0225;BTC-24JUN22-70000-C;43361.74;;43361.74;;0.0225;130.3;0.0;0.0;;;;;;43777.51;BTC-24JUN22;85.4;0.0;80.07;0.0;49.33435;-27.02702;12.37026;1e-05;0.16057;77.0;70000.0;1.6560648e+18;1.6142608414911157
BTC-22APR22-50000-C;1649323573385;open;0.01260739;164.8;0.0001;0.512;0.01241469;0.0125;BTC-22APR22-50000-C;43361.74;;43361.74;;0.012;48.2;0.013;15.0;;155.5;-37.5;0.0125;0.02;43378.55499987;SYN.BTC-22APR22;69.69;0.0;68.89;70.81;22.57271;-52.64972;2.87597;4e-05;0.17439;14.0;50000.0;1.6506216e+18;1.1530434582079399
BTC-15APR22-50000-P;1649323573386;open;0.15334434;47.9;0.0001;0.6555;0.15593542;0.0775;BTC-15APR22-50000-P;43361.74;;43361.74;;0.023;8.0;0.5045;4.0;;;;;;43362.74;BTC-15APR22;63.63;0.0;0.0;500.0;8.65328;-34.67252;-10.23692;3e-05;-0.9293;7.0;50000.0;1.6500168e+18;1.1530434582079399
BTC-22APR22-40000-P;1649323573385;open;0.01690863;80.4;0.0001;0.5175;0.01757386;0.0135;BTC-22APR22-40000-P;43361.74;;43361.74;;0.0155;12.0;0.0195;12.0;;0.6;0.0;0.0135;0.0135;43378.55499987;SYN.BTC-22APR22;60.02;0.0;56.63;63.1;26.8533;-53.94272;-4.45226;6e-05;-0.23318;14.0;40000.0;1.6506216e+18;0.9224347665663519
BTC-30DEC22-60000-P;1649323573385;open;0.4848634;133.7;0.0001;0.987;0.48737282;0.616;BTC-30DEC22-60000-P;43361.74;;43361.74;;0.4475;12.0;0.0;0.0;;;;;;45308.24;BTC-30DEC22;76.9;0.0;65.06;0.0;153.834;-22.15855;-340.1364;1e-05;-0.53913;266.0;60000.0;1.6723944e+18;1.3836521498495278
BTC-27MAY22-25000-P;1649323574393;open;0.00434219;0.8;0.0001;0.504;0.00441454;0.0175;BTC-27MAY22-25000-P;43360.37;;43360.37;;0.0;0.0;0.0;0.0;;;;;;43547.11;BTC-27MAY22;88.01;0.0;0.0;0.0;11.23599;-9.90047;-2.10495;0.0;-0.03091;49.0;25000.0;1.6536456e+18;0.5765217291039699
BTC-24JUN22-40000-C;1649323574393;open;0.16677582;1007.2;0.0001;0.6645;0.16478874;0.166;BTC-24JUN22-40000-C;43360.37;;43360.37;;0.0;0.0;0.168;12.0;;513.6;-23.3256;0.001;0.2165;43777.14;BTC-24JUN22;66.4;0.0;0.0;68.33;73.01471;-31.1042;47.48311;3e-05;0.67274;77.0;40000.0;1.6560648e+18;0.9224347665663519
BTC-22APR22-46000-P;1649323574393;open;0.0870747;115.4;0.0001;0.5895;0.08952877;0.084;BTC-22APR22-46000-P;43360.37;;43360.37;;0.0805;6.4;0.0;0.0;;10.1;52.7273;0.055;0.084;43378.31999987;SYN.BTC-22APR22;65.03;0.0;52.73;0.0;32.56986;-70.87908;-13.09759;7e-05;-0.64813;14.0;46000.0;1.6506216e+18;1.0607999815513047
BTC-9APR22-44000-C;1649323574395;open;;1.0;0.0001;0.5255;0.02565797;0.0005;BTC-9APR22-44000-C;43360.37;;43360.37;;0.0;0.0;0.0;0.0;;1.0;0.0;0.0005;0.0005;43359.0842857;SYN.BTC-9APR22;111.0;0.0;0.0;0.0;12.48729;-357.18822;0.96423;0.00011;0.444;1.0;44000.0;1.6494984e+18;1.014678243222987
BTC-22APR22-42000-P;1649323574393;open;0.03229549;30.2;0.0001;0.5315;0.03166148;0.032;BTC-22APR22-42000-P;43360.37;;43360.37;;0.03;1.0;0.033;12.0;;30.2;0.0;0.032;0.032;43378.31999987;SYN.BTC-22APR22;57.71;0.0;55.53;59.46;33.10191;-63.92657;-7.11102;7e-05;-0.36883;14.0;42000.0;1.6506216e+18;0.9685565048946695
BTC-30DEC22-50000-C;1649323574393;open;0.19988653;390.2;0.0001;0.6985;0.19897887;0.1992;BTC-30DEC22-50000-C;43360.37;;43360.37;;0.2165;19.7;0.0;0.0;;26.1;-7.9908;0.1992;0.2165;45308.14;BTC-30DEC22;70.01;0.0;75.2;0.0;153.18015;-20.08709;117.50729;1e-05;0.55361;266.0;50000.0;1.6723944e+18;1.1530434582079399
BTC-24JUN22-55000-P;1649323574393;open;0.29468312;124.7;0.0001;0.798;0.29846447;0.308;BTC-24JUN22-55000-P;43360.37;;43360.37;;0.295;2.6;0.302;7.0;;8.0;0.0;0.308;0.308;43777.14;BTC-24JUN22;64.33;0.0;62.02;66.62;66.62887;-27.49676;-96.33516;3e-05;-0.73208;77.0;55000.0;1.6560648e+18;1.268347804028734
BTC-15APR22-48000-P;1649323574393;open;0.10978356;73.1;0.0001;0.6115;0.11150911;0.115;BTC-15APR22-48000-P;43360.37;;43360.37;;0.05;11.8;0.119;0.1;;12.6;64.2857;0.07;0.115;43362.65;BTC-15APR22;55.96;0.0;0.0;76.88;12.57325;-44.30634;-9.38065;5e-05;-0.88292;7.0;48000.0;1.6500168e+18;1.1069217198796222
BTC-22APR22-60000-C;1649323574393;open;0.00198911;116.6;0.0001;0.5015;0.00199879;0.004;BTC-22APR22-60000-C;43360.37;;43360.37;;0.001;12.0;0.0035;15.0;;;;;;43378.31999987;SYN.BTC-22APR22;82.96;0.0;74.61;91.55;6.34036;-17.60422;0.53721;1e-05;0.03225;14.0;60000.0;1.6506216e+18;1.3836521498495278
BTC-27MAY22-30000-C;1649323574393;open;0.32932411;135.3;0.0001;0.8275;0.32790382;0.3905;BTC-27MAY22-30000-C;43360.37;;43360.37;;0.0005;0.1;0.0;0.0;;;;;;43547.11;BTC-27MAY22;88.01;0.0;0.0;0.0;27.33618;-24.0869;34.35347;1e-05;0.90447;49.0;30000.0;1.6536456e+18;0.6918260749247639
BTC-29APR22-45000-C;1649323574393;open;0.04477208;569.3;0.0001;0.541;0.04119473;0.0515;BTC-29APR22-45000-C;43360.37;;43360.37;;0.025;0.3;0.0;0.0;;80.7;-44.3243;0.0515;0.0925;43394.47;BTC-29APR22;58.09;0.0;41.04;0.0;41.73287;-55.24968;10.06522;6e-05;0.42706;21.0;45000.0;1.6512264e+18;1.0377391123871458
BTC-30SEP22-200000-C;1649323574393;open;0.00278624;168.4;0.0001;0.5025;0.00275654;0.003;BTC-30SEP22-200000-C;43360.37;;43360.37;;0.002;20.7;0.0;0.0;;;;;;44652.74;BTC-30SEP22;87.58;0.0;84.42;0.0;11.94854;-2.97378;2.70199;0.0;0.01531;175.0;200000.0;1.664532e+18;4.612173832831759
BTC-30SEP22-40000-C;1649323575400;open;0.23038723;557.9;0.0001;0.729;0.22942814;0.245;BTC-30SEP22-40000-C;43360.53;;43360.53;;0.0;0.0;0.236;12.0;;108.4;10.5596;0.0005;0.245;44651.73;BTC-30SEP22;66.29;0.0;0.0;68.94;110.78704;-20.87021;97.09263;2e-05;0.68052;175.0;40000.0;1.664532e+18;0.9224347665663519
BTC-31MAR23-150000-P;1649323575402;open;2.29316685;1.0;1.8;2.7995;2.29980303;2.1285;BTC-31MAR23-150000-P;43360.53;;43360.53;;0.0005;1.0;0.0;0.0;;;;;;45918.65;BTC-31MAR23;76.62;0.0;0.0;0.0;90.35271;-9.67066;-1432.41619;1e-05;-0.88114;357.0;150000.0;1.6802568e+18;3.4591303746238196
BTC-31MAR23-55000-C;1649323575400;open;0.21972051;0.1;0.0001;0.719;0.2190176;0.223;BTC-31MAR23-55000-C;43360.53;;43360.53;;0.0;0.0;0.0;0.0;;;;;;45918.49;BTC-31MAR23;72.64;0.0;0.0;0.0;180.33796;-18.29827;146.03282;1e-05;0.54331;357.0;55000.0;1.6802568e+18;1.268347804028734
BTC-24JUN22-35000-C;1649323575400;open;0.2729963;289.9;0.0001;0.7725;0.27299651;0.271;BTC-24JUN22-35000-C;43360.53;;43360.53;;0.271;13.5;0.275;57.2;;82.2;-6.5517;0.271;0.29;43776.04;BTC-24JUN22;92.85;0.0;91.44;94.28;61.55377;-36.6641;46.37864;2e-05;0.76913;77.0;35000.0;1.6560648e+18;0.8071304207455579
BTC-30SEP22-100000-C;1649323575400;open;0.0342626;196.8;0.0001;0.534;0.0340173;0.022;BTC-30SEP22-100000-C;43360.53;;43360.53;;0.0215;6.3;0.0;0.0;;;;;;44651.73;BTC-30SEP22;85.13;0.0;76.27;0.0;69.86572;-16.90163;23.37045;1e-05;0.1426;175.0;100000.0;1.664532e+18;2.3060869164158797
BTC-30SEP22-300000-P;1649323575400;open;5.70580812;9.8;5.1645;6.3935;5.71952076;6.195;BTC-30SEP22-300000-P;43360.53;;43360.53;;0.0005;0.1;0.0;0.0;;;;;;44651.73;BTC-30SEP22;95.8;0.0;0.0;0.0;5.02195;-1.36726;-1445.0786;0.0;-0.99432;175.0;300000.0;1.664532e+18;6.918260749247639
BTC-9APR22-43000-P;1649323575400;open;;101.0;0.0001;0.528;0.02818319;0.0005;BTC-9APR22-43000-P;43360.53;;43360.53;;0.528;2.0;0.0;0.0;;801.0;-98.2143;0.0005;0.028;43358.09999998;SYN.BTC-9APR22;111.0;0.0;500.0;0.0;12.48329;-357.07377;-1.08639;0.00011;-0.44317;1.0;43000.0;1.6494984e+18;0.9916173740588283
BTC-30DEC22-45000-P;1649323575400;open;0.2208736;182.8;0.0001;0.722;0.22236796;0.2135;BTC-30DEC22-45000-P;43360.53;;43360.53;;0.2215;2.1;0.0;0.0;;;;;;45307.46;BTC-30DEC22;67.31;0.0;67.05;0.0;147.78984;-18.63246;-200.33149;1e-05;-0.38223;266.0;45000.0;1.6723944e+18;1.0377391123871458
BTC-30SEP22-25000-C;1649323575400;open;0.46859595;71.0;0.0001;0.9675;0.46767402;0.4828;BTC-30SEP22-25000-C;43360.53;;43360.53;;0.0;0.0;0.469;10.0;;25.0;0.0;0.4828;0.4828;44651.73;BTC-30SEP22;76.93;0.0;0.0;78.13;49.52239;-10.82754;95.62851;1e-05;0.91196;175.0;25000.0;1.664532e+18;0.5765217291039699
BTC-31MAR23-25000-C;1649323575402;open;0.53969969;0.0;0.039;1.0385;0.53898665;;BTC-31MAR23-25000-C;43360.53;;43360.53;;0.0;0.0;0.0;0.0;;;;;;45918.65;BTC-31MAR23;86.06;0.0;0.0;0.0;94.77258;-11.39286;150.30225;1e-05;0.87276;357.0;25000.0;1.6802568e+18;0.5765217291039699
BTC-29APR22-60000-C;1649323575400;open;0.00229517;1507.5;0.0001;0.5045;0.00491718;0.007;BTC-29APR22-60000-C;43360.53;;43360.53;;0.007;1109.6;0.0;0.0;;44.8;-6.6667;0.007;0.0075;43393.38;BTC-29APR22;80.67;0.0;86.98;0.0;12.97504;-23.85188;1.48461;1e-05;0.06183;21.0;60000.0;1.6512264e+18;1.3836521498495278
BTC-29APR22-50000-P;1649323575400;open;0.16738437;162.5;0.0001;0.6675;0.16751883;0.122;BTC-29APR22-50000-P;43360.53;;43360.53;;0.161;12.0;0.1685;12.0;;67.2;2.0921;0.098;0.17;43393.38;BTC-29APR22;61.83;0.0;51.26;63.23;29.34446;-41.34456;-25.36432;4e-05;-0.80487;21.0;50000.0;1.6512264e+18;1.1530434582079399
BTC-31MAR23-30000-C;1649323576408;open;0.47764577;10.8;0.0001;0.9765;0.47689867;0.486;BTC-31MAR23-30000-C;43360.39;;43360.39;;0.4305;12.0;0.0;0.0;;;;;;45919.13;BTC-31MAR23;86.06;0.0;67.75;0.0;118.20081;-14.20923;155.70524;1e-05;0.82268;357.0;30000.0;1.6802568e+18;0.6918260749247639
BTC-24JUN22-65000-P;1649323576407;open;0.52107251;133.3;0.0245;1.024;0.5242708;0.86;BTC-24JUN22-65000-P;43360.39;;43360.39;;0.001;2.0;0.0;0.0;;;;;;43776.45;BTC-24JUN22;85.4;0.0;0.0;0.0;58.39523;-31.99087;-122.79987;2e-05;-0.78942;77.0;65000.0;1.6560648e+18;1.4989564956703219
BTC-15APR22-45000-P;1649323576408;open;0.05243252;29.4;0.0001;0.554;0.05407463;0.045;BTC-15APR22-45000-P;43360.39;;43360.39;;0.0515;12.0;0.0;0.0;;24.8;87.5;0.0235;0.045;43362.45;BTC-15APR22;52.83;0.0;47.99;0.0;23.19423;-77.16696;-6.81929;0.00011;-0.66884;7.0;45000.0;1.6500168e+18;1.0377391123871458
BTC-31MAR23-100000-C;1649323576408;open;0.06770616;250.0;0.0001;0.567;0.06734752;0.073;BTC-31MAR23-100000-C;43360.39;;43360.39;;0.073;11.9;0.15;20.0;;0.1;0.0;0.073;0.073;45919.13;BTC-31MAR23;70.97;0.0;72.85;95.3;136.3155;-13.51363;70.90867;1e-05;0.22482;357.0;100000.0;1.6802568e+18;2.3060869164158797
BTC-15APR22-60000-P;1649323576408;open;0.38154145;0.0;0.0001;0.8845;0.38483709;;BTC-15APR22-60000-P;43360.39;;43360.39;;0.0;0.0;0.7325;4.0;;;;;;43362.45;BTC-15APR22;104.28;0.0;0.0;500.0;3.22102;-21.15137;-12.86555;1e-05;-0.97905;7.0;60000.0;1.6500168e+18;1.3836521498495278
BTC-24JUN22-150000-C;1649323576408;open;0.00071795;367.8;0.0001;0.5005;0.00071795;0.001;BTC-24JUN22-150000-C;43360.39;;43360.39;;0.0005;48.0;0.001;12.0;;12.0;0.0;0.001;0.001;43776.31;BTC-24JUN22;96.76;0.0;93.44;100.07;3.2809;-2.03651;0.46469;0.0;0.00569;77.0;150000.0;1.6560648e+18;3.4591303746238196
BTC-9APR22-46000-P;1649323576411;open;;0.0;0.0001;0.572;0.07221651;;BTC-9APR22-46000-P;43360.39;;43360.39;;0.0;0.0;0.0;0.0;;;;;;43358.65285712;SYN.BTC-9APR22;111.0;0.0;0.0;0.0;9.93844;-284.28065;-1.90657;9e-05;-0.75498;1.0;46000.0;1.6494984e+18;1.0607999815513047
BTC-22APR22-48000-P;1649323576407;open;0.12137805;61.6;0.0001;0.624;0.12407757;0.0935;BTC-22APR22-48000-P;43360.39;;43360.39;;0.09;12.0;0.126;8.0;;15.2;2.7473;0.091;0.0935;43377.88499979;SYN.BTC-22APR22;65.03;0.0;0.0;68.04;27.32992;-59.47584;-15.68368;5e-05;-0.75923;14.0;48000.0;1.6506216e+18;1.1069217198796222
BTC-27MAY22-30000-P;1649323576408;open;0.01656986;347.8;0.0001;0.5165;0.01681348;0.0075;BTC-27MAY22-30000-P;43360.39;;43360.39;;0.007;12.0;0.0075;10.7;;1.6;0.0;0.0075;0.0075;43546.92;BTC-27MAY22;88.01;0.0;69.58;70.73;27.33654;-24.08722;-6.69347;1e-05;-0.09553;49.0;30000.0;1.6536456e+18;0.6918260749247639
BTC-30DEC22-200000-C;1649323577414;open;0.01449416;140.3;0.0001;0.514;0.01437655;0.0075;BTC-30DEC22-200000-C;43360.31;;43360.31;;0.008;3.9;0.0;0.0;;;;;;45308.27;BTC-30DEC22;88.75;0.0;81.07;0.0;44.58918;-7.41239;14.2615;0.0;0.05742;266.0;200000.0;1.6723944e+18;4.612173832831759
