;timestamp;state;settlement_price;open_interest;min_price;max_price;mark_price;last_price;instrument_name;index_price;funding_8h;estimated_delivery_price;current_funding;best_bid_price;best_bid_amount;best_ask_price;best_ask_amount;stats.volume_usd;stats.volume;stats.price_change;stats.low;stats.high;underlying_price;underlying_index;mark_iv;interest_rate;bid_iv;ask_iv;greeks.vega;greeks.theta;greeks.rho;greeks.gamma;greeks.delta;t;strike;expiration;m
BTC-30DEC22-25000-C;1649950695243;open;0.45601699;126.3;0.4025;0.4945;0.4412;0.463;BTC-30DEC22-25000-C;40061.1;;40061.1;;0.0005;0.1;0.0;0.0;;17.4;-0.1079;0.463;0.4635;41370.21;BTC-30DEC22;68.01;0.0;0.0;0.0;70.63522;-9.24947;128.56306;1e-05;0.87796;259.0;25000.0;1.6723944e+18;0.6242041397218546
BTC-29APR22-45000-P;1649950695272;open;0.09969623;206.0;0.0925;0.172;0.1287;0.1;BTC-29APR22-45000-P;40061.1;;40061.1;;0.1285;0.1;0.1305;0.1;;102.0;3.0928;0.092;0.1065;40094.08;BTC-29APR22;49.45;0.0;48.98;53.43;17.24069;-29.03185;-16.06552;5e-05;-0.86745;14.0;45000.0;1.6512264e+18;1.1235674514993383
BTC-30SEP22-250000-C;1649950695243;open;0.00302807;194.7;0.0001;0.021;0.0019;0.001;BTC-30SEP22-250000-C;40061.1;;40061.1;;0.0005;12.0;0.0;0.0;;;;;;40814.67;BTC-30SEP22;100.11;0.0;88.15;0.0;7.4552;-2.21227;1.54221;0.0;0.01009;168.0;250000.0;1.664532e+18;6.2420413972185465
BTC-27MAY22-55000-C;1649950695243;open;0.01334366;1011.1;0.0001;0.04;0.0106;0.01;BTC-27MAY22-55000-C;40061.1;;40061.1;;0.0095;48.2;0.012;40.4;;60.4;25.0;0.008;0.0115;40185.28;BTC-27MAY22;67.25;0.0;65.43;69.41;25.10765;-19.77939;4.46846;2e-05;0.1057;42.0;55000.0;1.6536456e+18;1.3732491073880801
BTC-29APR22-60000-P;1649950695243;open;0.45395336;31.5;0.453;0.5465;0.4966;0.5445;BTC-29APR22-60000-P;40061.1;;40061.1;;0.0005;0.1;0.0;0.0;;;;;;40094.08;BTC-29APR22;75.62;0.0;0.0;0.0;1.14452;-2.94762;-24.05911;0.0;-0.99509;14.0;60000.0;1.6512264e+18;1.498089935332451
BTC-30DEC22-100000-C;1649950695243;open;0.04124031;374.7;0.01;0.103;0.0364;0.05;BTC-30DEC22-100000-C;40061.1;;40061.1;;0.026;4.6;0.05;6.6;;0.2;0.0;0.05;0.05;41370.21;BTC-30DEC22;75.62;0.0;69.77;82.26;78.97384;-11.49906;31.53062;1e-05;0.14349;259.0;100000.0;1.6723944e+18;2.4968165588874185
BTC-24JUN22-150000-P;1649950695243;open;2.65091448;61.7;2.616;2.8465;2.7234;2.842;BTC-24JUN22-150000-P;40061.1;;40061.1;;0.0005;0.1;3.3;1.0;;;;;;40290.01;BTC-24JUN22;103.83;0.0;0.0;500.0;2.12073;-1.5577;-290.19774;0.0;-0.99596;70.0;150000.0;1.6560648e+18;3.745224838331128
BTC-16APR22-40000-P;1649950695243;open;;511.4;0.0001;0.047;0.0138;0.013;BTC-16APR22-40000-P;40061.1;;40061.1;;0.013;19.9;0.014;2.5;;2416.1;225.0;0.0036;0.013;40063.5;SYN.BTC-16APR22;53.74;0.0;50.92;54.62;10.82907;-173.01297;-0.90306;0.00027;-0.47539;1.0;40000.0;1.6501032e+18;0.9987266235549674
BTC-24JUN22-70000-C;1649950696250;open;0.00672535;1552.0;0.0001;0.03;0.0058;0.0055;BTC-24JUN22-70000-C;40063.27;;40063.27;;0.005;53.5;0.007;48.4;;56.9;-8.3333;0.0055;0.006;40290.86;BTC-24JUN22;70.01;0.0;68.07;72.39;18.46356;-9.1436;3.49253;1e-05;0.05061;70.0;70000.0;1.6560648e+18;1.747771591221193
BTC-22APR22-50000-C;1649950696250;open;0.00068377;124.5;0.0001;0.015;0.0002;0.001;BTC-22APR22-50000-C;40063.27;;40063.27;;0.0;0.0;0.001;12.0;;2.0;0.0;0.001;0.001;40070.91;BTC-22APR22;60.58;0.0;0.0;75.73;1.0848;-4.27756;0.05465;1e-05;0.00667;7.0;50000.0;1.6506216e+18;1.2484082794437092
BTC-22APR22-40000-P;1649950696250;open;0.01712697;375.4;0.0055;0.0665;0.0289;0.022;BTC-22APR22-40000-P;40063.27;;40063.27;;0.0275;7.9;0.03;12.0;;168.3;4.7619;0.0155;0.022;40070.91;BTC-22APR22;51.58;0.0;49.08;53.41;23.14825;-77.71582;-4.25545;0.00013;-0.47565;7.0;40000.0;1.6506216e+18;0.9987266235549674
BTC-30DEC22-60000-P;1649950696250;open;0.5115601;153.0;0.468;0.6555;0.547;0.53;BTC-30DEC22-60000-P;40063.27;;40063.27;;0.01;12.0;0.0;0.0;;20.9;-49.9764;0.529;1.0595;41368.82;BTC-30DEC22;65.27;0.0;0.0;0.0;128.50015;-16.14967;-353.92239;2e-05;-0.65544;259.0;60000.0;1.6723944e+18;1.498089935332451
BTC-27MAY22-25000-P;1649950696348;open;0.00190903;204.4;0.0001;0.0165;0.0019;0.003;BTC-27MAY22-25000-P;40063.27;;40063.27;;0.001;40.0;0.003;47.7;;196.8;-14.2857;0.0025;0.004;40186.08;BTC-27MAY22;71.22;0.0;64.79;77.35;6.42414;-5.35946;-0.98905;0.0;-0.01919;42.0;25000.0;1.6536456e+18;0.6242041397218546
BTC-16APR22-39000-C;1649950696250;open;;0.0;0.003;0.066;0.0322;undefined;BTC-16APR22-39000-C;40063.27;;40063.27;;0.0285;2.9;0.036;2.6;;;;;;40064.1643;SYN.BTC-16APR22;57.72;0.0;37.93;74.75;8.45247;-145.02952;1.34386;0.0002;0.76012;1.0;39000.0;1.6501032e+18;0.9737584579660933
BTC-16APR22-42000-P;1649950696250;open;;202.6;0.0185;0.087;0.0502;0.0264;BTC-16APR22-42000-P;40063.27;;40063.27;;0.0365;3.3;0.07;0.1;;652.8;15.7895;0.0228;0.0333;40064.1643;SYN.BTC-16APR22;54.83;0.0;0.0;149.49;4.97276;-81.05628;-1.74348;0.00012;-0.89419;1.0;42000.0;1.6501032e+18;1.0486629547327158
BTC-24JUN22-40000-C;1649950696250;open;0.10699296;1011.0;0.057;0.145;0.0952;0.108;BTC-24JUN22-40000-C;40063.27;;40063.27;;0.0925;24.3;0.098;24.0;;28.5;-8.4746;0.108;0.1255;40290.86;BTC-24JUN22;52.43;0.0;50.9;54.06;69.97561;-25.95535;36.138;4e-05;0.55834;70.0;40000.0;1.6560648e+18;0.9987266235549674
BTC-22APR22-46000-P;1649950696250;open;0.11731149;102.3;0.115;0.19;0.1492;0.1145;BTC-22APR22-46000-P;40063.27;;40063.27;;0.0;0.0;0.154;2.9;;41.1;-4.1841;0.114;0.1195;40073.08;BTC-22APR22;53.7;0.0;0.0;76.49;5.1798;-18.10563;-9.34064;3e-05;-0.95832;7.0;46000.0;1.6506216e+18;1.1485356170882126
BTC-22APR22-42000-P;1649950696787;open;0.03900828;73.3;0.0265;0.1;0.0596;0.051;BTC-22APR22-42000-P;40063.27;;40063.27;;0.0575;2.7;0.061;2.7;;80.1;43.662;0.0355;0.0515;40070.91;BTC-22APR22;49.87;0.0;45.29;52.66;19.21071;-62.35818;-6.66198;0.00011;-0.73029;7.0;42000.0;1.6506216e+18;1.0486629547327158
BTC-30DEC22-50000-C;1649950696250;open;0.14874559;454.8;0.089;0.2295;0.1465;0.151;BTC-30DEC22-50000-C;40063.27;;40063.27;;0.0;0.0;0.153;12.0;;7.4;-3.5144;0.151;0.16;41370.99;BTC-30DEC22;64.55;0.0;0.0;66.5;138.81501;-17.25345;95.18298;2e-05;0.46983;259.0;50000.0;1.6723944e+18;1.2484082794437092
BTC-16APR22-37000-C;1649950696251;open;;0.0;0.048;0.1095;0.0774;undefined;BTC-16APR22-37000-C;40063.27;;40063.27;;0.0;0.0;0.0;0.0;;;;;;40064.1643;SYN.BTC-16APR22;70.28;0.0;0.0;0.0;2.59422;-54.19724;1.61958;5e-05;0.95465;1.0;37000.0;1.6501032e+18;0.9238221267883449
BTC-16APR22-37000-P;1649950697260;open;;0.0;0.0001;0.019;0.0009;undefined;BTC-16APR22-37000-P;40067.45;;40067.45;;0.0005;12.0;0.001;0.1;;;;;;40065.9571;SYN.BTC-16APR22;70.31;0.0;62.96;71.72;2.5935;-36.30951;-0.08538;5e-05;-0.04534;1.0;37000.0;1.6501032e+18;0.9238221267883449
BTC-24JUN22-55000-P;1649950697265;open;0.35259527;135.8;0.3315;0.445;0.381;0.3555;BTC-24JUN22-55000-P;40067.45;;40067.45;;0.3825;4.9;0.52;0.1;;22.8;-27.9635;0.3555;0.4935;40292.83;BTC-24JUN22;57.96;0.0;59.52;149.89;38.94434;-15.96605;-97.039;2e-05;-0.8627;70.0;55000.0;1.6560648e+18;1.3732491073880801
BTC-27MAY22-30000-C;1649950697258;open;0.28178874;146.3;0.234;0.2985;0.2628;0.7635;BTC-27MAY22-30000-C;40067.45;;40067.45;;0.0005;0.1;0.0;0.0;;;;;;40188.01;BTC-27MAY22;66.75;0.0;0.0;0.0;20.72131;-16.20327;30.81305;2e-05;0.91849;42.0;30000.0;1.6536456e+18;0.7490449676662255
BTC-22APR22-60000-C;1649950697257;open;2.547e-05;127.1;0.0001;0.0155;0.0006;0.0005;BTC-22APR22-60000-C;40067.45;;40067.45;;0.0005;88.0;0.001;13.3;;22.0;0.0;0.0005;0.0005;40073.08;BTC-22APR22;117.03;0.0;114.4;124.93;1.67561;-12.76398;0.08718;0.0;0.01094;7.0;60000.0;1.6506216e+18;1.498089935332451
BTC-29APR22-45000-C;1649950697257;open;0.00952977;2578.5;0.0001;0.029;0.0063;0.0075;BTC-29APR22-45000-C;40067.45;;40067.45;;0.006;13.3;0.007;57.4;;16.9;-31.8182;0.0075;0.0115;40096.84;BTC-29APR22;49.45;0.0;48.63;50.94;17.25522;-29.05631;2.03791;5e-05;0.1327;14.0;45000.0;1.6512264e+18;1.1235674514993383
BTC-30SEP22-200000-C;1649950697257;open;0.00465762;168.4;0.0001;0.0265;0.0031;0.002;BTC-30SEP22-200000-C;40067.45;;40067.45;;0.0015;3.8;0.0;0.0;;132.0;0.0;0.002;0.002;40816.6;BTC-30SEP22;94.92;0.0;87.66;0.0;11.20991;-3.15415;2.4707;0.0;0.01617;168.0;200000.0;1.664532e+18;4.993633117774837
BTC-30SEP22-40000-C;1649950697257;open;0.16690756;464.2;0.1295;0.255;0.1833;0.1885;BTC-30SEP22-40000-C;40067.45;;40067.45;;0.0;0.0;0.1865;12.0;;5.1;3.2877;0.1735;0.196;40816.6;BTC-30SEP22;65.02;0.0;0.0;66.23;106.82829;-20.58882;79.56771;2e-05;0.60516;168.0;40000.0;1.664532e+18;0.9987266235549674
BTC-31MAR23-150000-P;1649950697258;open;2.52065719;1.0;2.477;2.7725;2.6023;2.1285;BTC-31MAR23-150000-P;40067.45;;40067.45;;2.401;1.0;0.0;0.0;;;;;;41991.29;BTC-31MAR23;79.58;0.0;0.0;0.0;75.9116;-8.61321;-1410.06367;1e-05;-0.89292;350.0;150000.0;1.6802568e+18;3.745224838331128
BTC-31MAR23-55000-C;1649950697257;open;0.18268896;1.2;0.101;0.2595;0.1655;0.1835;BTC-31MAR23-55000-C;40067.45;;40067.45;;0.0;0.0;0.0;0.0;;4.4;-2.9101;0.1835;0.189;41991.29;BTC-31MAR23;66.86;0.0;0.0;0.0;163.62274;-15.59823;121.43785;1e-05;0.46649;350.0;55000.0;1.6802568e+18;1.3732491073880801
BTC-6MAY22-42000-C;1649950697257;open;;55.8;0.01;0.0705;0.0333;0.0415;BTC-6MAY22-42000-C;40067.45;;40067.45;;0.033;6.0;0.0345;7.9;;124.5;-4.5977;0.0415;0.067;40119.6325;SYN.BTC-6MAY22;53.86;0.0;53.49;55.09;37.47507;-46.54535;8.46349;7e-05;0.38848;21.0;42000.0;1.6518312e+18;1.0486629547327158
BTC-24JUN22-35000-C;1649950697258;open;0.18362476;348.4;0.13;0.213;0.1674;0.1975;BTC-24JUN22-35000-C;40067.45;;40067.45;;0.0;0.0;0.191;2.7;;24.2;-5.7279;0.1975;0.2095;40292.83;BTC-24JUN22;52.85;0.0;0.0;69.54;54.51281;-20.37832;46.6093;3e-05;0.76481;70.0;35000.0;1.6560648e+18;0.8738857956105965
BTC-16APR22-38000-C;1649950697257;open;;0.0;0.0225;0.0855;0.0533;undefined;BTC-16APR22-38000-C;40067.45;;40067.45;;0.0;0.0;0.0;0.0;;;;;;40065.9571;SYN.BTC-16APR22;59.4;0.0;0.0;0.0;4.46182;-78.78468;1.5794;0.0001;0.90876;1.0;38000.0;1.6501032e+18;0.948790292377219
BTC-30SEP22-100000-C;1649950698264;open;0.03190664;201.4;0.0001;0.057;0.0143;0.01;BTC-30SEP22-100000-C;40068.88;;40068.88;;0.0095;2.1;0.0;0.0;;27.8;-4.7619;0.01;0.0105;40819.93;BTC-30SEP22;77.07;0.0;71.48;0.0;38.79562;-8.86294;11.22992;1e-05;0.07379;168.0;100000.0;1.664532e+18;2.4968165588874185
BTC-30SEP22-300000-P;1649950698266;open;6.13887494;9.8;6.1365;6.5955;6.3517;6.195;BTC-30SEP22-300000-P;40068.88;;40068.88;;0.0005;0.1;0.0;0.0;;;;;;40819.93;BTC-30SEP22;107.14;0.0;0.0;0.0;6.60755;-2.09847;-1385.09746;0.0;-0.99121;168.0;300000.0;1.664532e+18;7.490449676662256
BTC-30DEC22-45000-P;1649950698364;open;0.24035107;232.1;0.2055;0.373;0.2759;0.2545;BTC-30DEC22-45000-P;40068.88;;40068.88;;0.0;0.0;0.5395;0.1;;62.6;6.263;0.2395;0.2585;41369.92;BTC-30DEC22;66.21;0.0;0.0;150.32;138.06244;-17.60125;-213.33442;2e-05;-0.44882;259.0;45000.0;1.6723944e+18;1.1235674514993383
BTC-6MAY22-45000-C;1649950698267;open;;0.0;0.0001;0.0445;0.0146;undefined;BTC-6MAY22-45000-C;40068.88;;40068.88;;0.0135;8.5;0.0155;8.9;;;;;;40123.32;SYN.BTC-6MAY22;53.86;0.0;52.24;55.1;28.14367;-34.95543;4.64458;5e-05;0.2095;21.0;45000.0;1.6518312e+18;1.1235674514993383
BTC-6MAY22-55000-P;1649950698265;open;;0.0;0.331;0.421;0.3722;undefined;BTC-6MAY22-55000-P;40068.88;;40068.88;;0.0;0.0;0.0;0.0;;;;;;40123.32;SYN.BTC-6MAY22;63.45;0.0;0.0;0.0;5.69361;-8.33137;-32.11116;1e-05;-0.97511;21.0;55000.0;1.6518312e+18;1.3732491073880801
BTC-30SEP22-25000-C;1649950698266;open;0.42921091;67.0;0.377;0.446;0.4061;0.4135;BTC-30SEP22-25000-C;40068.88;;40068.88;;0.0005;1.1;0.4255;25.0;;24.1;82600.0;0.0005;0.4155;40819.93;BTC-30SEP22;60.97;0.0;0.0;77.23;42.12695;-7.61381;96.51468;1e-05;0.91775;168.0;25000.0;1.664532e+18;0.6242041397218546
BTC-31MAR23-25000-C;1649950698266;open;0.48890948;2.5;0.425;0.528;0.4684;0.995;BTC-31MAR23-25000-C;40068.88;;40068.88;;0.0;0.0;0.0;0.0;;11.8;198900.0;0.0005;0.995;41994.06;BTC-31MAR23;68.75;0.0;0.0;0.0;89.02064;-8.72562;160.30713;1e-05;0.86577;350.0;25000.0;1.6802568e+18;0.6242041397218546
BTC-29APR22-50000-P;1649950698265;open;0.21253639;165.5;0.211;0.2925;0.2483;0.2215;BTC-29APR22-50000-P;40068.88;;40068.88;;0.0155;10.0;0.0;0.0;;;;;;40100.53;BTC-29APR22;57.06;0.0;0.0;0.0;5.57721;-10.83793;-19.63829;2e-05;-0.9693;14.0;50000.0;1.6512264e+18;1.2484082794437092
BTC-29APR22-60000-C;1649950698267;open;0.00039809;1325.7;0.0001;0.015;0.0002;0.0005;BTC-29APR22-60000-C;40068.88;;40068.88;;0.0;0.0;0.0005;6.3;;7.0;0.0;0.0005;0.0005;40101.96;BTC-29APR22;75.62;0.0;0.0;82.63;1.14858;-2.95808;0.07589;0.0;0.00493;14.0;60000.0;1.6512264e+18;1.498089935332451
BTC-31MAR23-30000-C;1649950698266;open;0.41220662;12.8;0.341;0.4675;0.3952;0.4195;BTC-31MAR23-30000-C;40068.88;;40068.88;;0.0005;0.2;0.0;0.0;;12.2;-54.2779;0.3895;0.9175;41994.06;BTC-31MAR23;68.75;0.0;0.0;0.0;115.77867;-11.34837;162.68568;1e-05;0.79844;350.0;30000.0;1.6802568e+18;0.7490449676662255
BTC-16APR22-45000-C;1649950698264;open;;0.0;0.0001;0.015;0.0001;undefined;BTC-16APR22-45000-C;40068.88;;40068.88;;0.0;0.0;0.001;25.3;;;;;;40069.5229;SYN.BTC-16APR22;69.19;0.0;0.0;95.41;0.54299;-4.37121;0.01308;1e-05;0.00719;1.0;45000.0;1.6501032e+18;1.1235674514993383
BTC-6MAY22-44000-C;1649950698364;open;;109.8;0.0035;0.052;0.0195;0.0215;BTC-6MAY22-44000-C;40068.88;;40068.88;;0.019;0.8;0.02;12.0;;189.0;-15.6863;0.021;0.026;40123.32;SYN.BTC-6MAY22;53.86;0.0;53.19;54.45;31.84959;-39.55832;5.78075;6e-05;0.26207;21.0;44000.0;1.6518312e+18;1.098599285910464
BTC-24JUN22-65000-P;1649950698265;open;0.57494653;134.3;0.568;0.689;0.6208;1.401;BTC-24JUN22-65000-P;40068.88;;40068.88;;0.001;2.0;0.0;0.0;;;;;;40296.56;BTC-24JUN22;65.96;0.0;0.0;0.0;22.89802;-10.68462;-121.27206;1e-05;-0.93345;70.0;65000.0;1.6560648e+18;1.622930763276822
BTC-31MAR23-100000-C;1649950699280;open;0.0071124;278.0;0.0135;0.1135;0.0435;0.0505;BTC-31MAR23-100000-C;40069.85;;40069.85;;0.0495;3.5;0.15;120.0;;16.9;2.0202;0.0495;0.0505;41992.74;BTC-31MAR23;67.43;0.0;69.84;101.35;101.36178;-9.74523;48.19915;1e-05;0.16298;350.0;100000.0;1.6802568e+18;2.4968165588874185
BTC-24JUN22-150000-C;1649950699280;open;0.03650368;382.9;0.0001;0.0155;0.0005;0.001;BTC-24JUN22-150000-C;40069.85;;40069.85;;0.0;0.0;0.0005;0.1;;215.3;0.0;0.001;0.001;40296.99;BTC-24JUN22;103.83;0.0;0.0;103.72;2.12323;-1.55954;0.27636;0.0;0.00405;70.0;150000.0;1.6560648e+18;3.745224838331128
BTC-22APR22-48000-P;1649950699281;open;0.16456017;80.8;0.163;0.239;0.1982;0.1565;BTC-22APR22-48000-P;40069.85;;40069.85;;0.0;0.0;0.0;0.0;;0.1;0.0;0.1565;0.1565;40079.03;BTC-22APR22;57.99;0.0;0.0;0.0;2.54784;-9.61613;-9.9567;1e-05;-0.98221;7.0;48000.0;1.6506216e+18;1.198471948265961
BTC-16APR22-39000-P;1649950699280;open;;109.3;0.0001;0.034;0.0056;0.0045;BTC-16APR22-39000-P;40069.85;;40069.85;;0.005;23.1;0.006;0.4;;1563.7;114.2857;0.0014;0.0047;40070.2857;SYN.BTC-16APR22;57.72;0.0;54.8;59.57;8.43044;-144.65143;-0.45106;0.0002;-0.23867;1.0;39000.0;1.6501032e+18;0.9737584579660933
BTC-27MAY22-30000-P;1649950699281;open;0.00745339;419.8;0.0001;0.0335;0.0093;0.0095;BTC-27MAY22-30000-P;40069.85;;40069.85;;0.008;42.4;0.0105;53.4;;79.0;18.75;0.006;0.0105;40192.57;BTC-27MAY22;66.75;0.0;64.15;69.02;20.70929;-16.19387;-4.26448;2e-05;-0.08144;42.0;30000.0;1.6536456e+18;0.7490449676662255
BTC-16APR22-41000-C;1649950699283;open;;137.8;0.0001;0.033;0.0058;0.005;BTC-16APR22-41000-C;40069.85;;40069.85;;0.005;22.7;0.006;12.4;;1396.0;-70.9302;0.005;0.0225;40070.2857;SYN.BTC-16APR22;53.06;0.0;49.5;54.02;8.96095;-141.35383;0.48424;0.00023;0.26804;1.0;41000.0;1.6501032e+18;1.0236947891438417
BTC-30DEC22-200000-C;1649950699283;open;0.01880145;141.3;0.0001;0.0565;0.0111;0.07;BTC-30DEC22-200000-C;40069.85;;40069.85;;0.005;4.1;0.0;0.0;;;;;;41368.93;BTC-30DEC22;90.25;0.0;80.7;0.0;33.40552;-5.80462;10.14321;0.0;0.04556;259.0;200000.0;1.6723944e+18;4.993633117774837
BTC-27MAY22-50000-P;1649950699281;open;0.23468579;108.2;0.217;0.3235;0.2636;0.281;BTC-27MAY22-50000-P;40069.85;;40069.85;;0.255;2.7;0.266;0.7;;;;;;40192.57;BTC-27MAY22;63.16;0.0;52.71;65.76;36.47264;-26.98407;-50.77534;3e-05;-0.81674;42.0;50000.0;1.6536456e+18;1.2484082794437092
BTC-30DEC22-150000-C;1649950699281;open;0.02509622;94.7;0.001;0.0655;0.0156;0.01;BTC-30DEC22-150000-C;40069.85;;40069.85;;0.009;5.7;0.0;0.0;;26.8;0.0;0.01;0.01;41368.93;BTC-30DEC22;82.29;0.0;75.11;0.0;44.6089;-7.06829;14.73249;0.0;0.06569;259.0;150000.0;1.6723944e+18;3.745224838331128
BTC-30DEC22-20000-P;1649950699280;open;0.02524682;405.9;0.0095;0.0675;0.0278;0.0255;BTC-30DEC22-20000-P;40069.85;;40069.85;;0.0175;0.2;0.028;1.8;;106.8;2.0;0.0245;0.026;41368.93;BTC-30DEC22;76.12;0.0;66.56;76.3;48.43682;-7.09865;-29.69187;1e-05;-0.0731;259.0;20000.0;1.6723944e+18;0.4993633117774837
BTC-16APR22-44000-P;1649950699280;open;;0.0;0.0665;0.1345;0.0982;undefined;BTC-16APR22-44000-P;40069.85;;40069.85;;0.0;0.0;0.0;0.0;;;;;;40070.2857;SYN.BTC-16APR22;58.63;0.0;0.0;0.0;0.71738;-12.50275;-2.00955;2e-05;-0.99012;1.0;44000.0;1.6501032e+18;1.098599285910464
BTC-27MAY22-35000-P;1649950700290;open;0.02542456;196.9;0.0105;0.0735;0.0325;0.029;BTC-27MAY22-35000-P;40075.75;;40075.75;;0.032;9.2;0.033;32.7;;56.4;-3.3333;0.0225;0.03;40192.44;BTC-27MAY22;63.92;0.0;63.44;64.41;41.6327;-31.17543;-12.29059;3e-05;-0.229;42.0;35000.0;1.6536456e+18;0.8738857956105965
