;Typ;Position;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
5;C;Short;39521.902344;39000;0.0;0.04;1;0.658543533662432;-3212.667281227032;-4679.9429082563365;-0.16850350536921932;-0.0291048464288896;0.019539543638145532;0.009021871415010669;35.25380853045384;16.277520772299205;-430435.19973061414;-539.1623746440632;-4.342561790937515;-0.5234204501065644
6;C;Short;39521.902344;47000;0.0;0.04;1;0.7964572412130422;-0.01455500130901833;-0.051901160292912696;-1.054917812394359;-0.9766745290656358;-1.0472714949279578;-0.8903813519633036;-2285.2245634284377;-1942.8785622252915;33174329.924468204;77263.95215899283;-28.627885271078327;-26.484233673031124
7;C;Short;39521.902344;50000;0.0;0.04;2;1.467608236711579;-131.7395339327206;-1463.8414538458674;-0.23660227712365567;-0.12400401446214945;-0.046006372337454575;-0.00883088672166915;-369.9689368968116;-71.01524432980032;4945132.223359385;2591.974456725558;-12.416563130063329;-6.24679531299449
8;C;Short;39521.902344;42000;0.0;0.04;2;0.8567500467314668;-800.4451526413967;-2470.6049527932364;-0.23973793692495549;-0.1089494459735905;-0.035181225869380196;0.000836374198515161;-165.15899675431112;3.926376074864974;1281597.783482828;-96.03773745282147;-12.588380105477018;-5.421887450607698
9;C;Short;39521.902344;38000;0.0;0.04;3;0.7378375007626248;-708.3897137730091;-771.0237013538317;-0.07242511877115582;-0.05834204203362825;0.006664964808721969;0.007014067380546868;40.41913131894464;42.53623517460288;-184318.73899932546;-529.4741393267119;-5.1308316798210285;-3.973318523311914
10;C;Short;39521.902344;48000;0.0;0.04;3;0.6872748192014978;-8.009992184603101;-1899.0867414447343;-0.5501747835488927;-0.15460295630139184;-0.2731296848464221;-0.010629421576067125;-1542.86428579222;-60.043839385545475;6428587.961502344;670.8341912327495;-44.39792741497748;-11.885174490525355
Options; ; ;39521.902344;;0.0;0.04;;;-4861.266228760071;-11284.5516588543;-0.16870915154862237;-0.0820183661252252;0.00639153137220367;0.0014654354564841495;-10.581726963716171;-8.809345810011122;44408.05085063963;168.67878933584407;-6.100044099097307;-4.486231610032381
