;Typ;Position;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
5;C;Short;40127.18;39000;0.0;0.04;0;0.22099840531881879;-5000.0;-5000.0;;-0.0;;;;-0.0;;;-0.0;-0.0
6;C;Short;40127.18;47000;0.0;0.04;0;0.33211688792483246;-0.0;-0.0;;;;;;;;;;
7;C;Short;40127.18;50000;0.0;0.04;1;1.0740111007408453;-0.4024056936551973;-961.0406878858671;-0.7420019852262525;-0.22247173180036334;-0.5130136794338781;-0.029511135814030826;-1509.5407850517552;-86.8364039992872;29558379.893632043;4638.782628423615;-20.054848910308287;-5.821143336996254
8;C;Short;40127.18;42000;0.0;0.04;1;0.568111207647052;-301.3200877057532;-3091.0938796848227;-0.6670269738873641;-0.12110766913323391;-0.3415909852249677;0.005053511194152788;-531.6758003767196;7.86563382840558;5485749.32481885;-236.69980998791937;-18.000739010612712;-3.044045729677641
9;C;Short;40127.18;38000;0.0;0.04;2;0.6824231752441507;-852.8298471324835;-902.5859460579813;-0.0534363499040508;-0.037331784652738204;0.011627236726800277;0.00984391599430649;43.47778524064906;36.80940498450037;-272878.46933678846;-632.0809301917569;-2.380073967345249;-1.497632035766479
10;C;Short;40127.18;48000;0.0;0.04;2;0.8529095372394343;-20.35837928014269;-2383.0866878735756;-0.5012906000068205;-0.13652944483078966;-0.22306663584603484;-0.006948060378482373;-1042.4967734410905;-32.47159979245507;8093491.771559077;677.4212978698135;-26.920032877086058;-6.933120264700802
Options; ; ;40127.18;;0.0;0.04;;;-6174.910719812035;-12337.807201502246;-0.04163052747582495;-0.0767734648615462;-0.01583178937249375;-0.0016545383122234436;-23.47506627322683;-8.372548600953774;258613.034650499;386.636275714331;-1.2971686820368475;-2.664797270736832
