;Typ;Position;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
4;C;Short;42207.671875;44000;0.0;0.04;0;0.1842735197101819;-0.0;-0.0;;;;;;;;;;
5;C;Short;42207.671875;39000;0.0;0.04;2;1.1772610590337251;-4026.785165344441;-4655.119613364292;-0.03924072000605824;-0.0150227224004808;0.004269042212237667;0.0024753094538639115;27.538504963499147;15.967591392285042;-297402.2156477446;-471.5969145600004;-1.6022312332086706;-0.2752176657797704
6;C;Short;42207.671875;47000;0.0;0.04;2;1.0935450243193265;-85.06898170915971;-108.27307640300978;-0.22611101255352867;-0.21149636661624455;-0.03605618273544266;-0.030077657160211747;-216.04963959611896;-180.22614975743633;2146828.1360230255;4903.957548974118;-11.841699318001568;-11.040896800890112
7;C;Short;42207.671875;50000;0.0;0.04;3;0.6214351142486262;-11.783032820940695;-2405.6137526101516;-0.5895354502829168;-0.1462851576555113;-0.31233430393143224;-0.007570331421547388;-1595.3055110744772;-38.666874837117255;6007306.662416205;384.4513128799928;-47.633050708184946;-11.201519807302299
8;C;Short;42207.671875;42000;0.0;0.04;3;0.6666201764311518;-2591.6370496461877;-4091.718355580535;-0.12721977771672963;-0.045771135696216166;0.00223959727821136;0.006168263187380276;12.270910132076581;33.79634543215247;-54850.67846173135;-380.50477744931203;-9.634502278087371;-2.9400933448944797
9;C;Short;42207.671875;38000;0.0;0.04;4;0.7064359307441666;-915.7638313017604;-939.220608921074;-0.022822007641264783;-0.01723179045038491;0.0044780559488507244;0.0037605090807001328;34.66805065370755;29.112972410918232;-112651.95743293557;-258.9690374147763;-1.4051515223303872;-0.7925249808641107
10;C;Short;42207.671875;48000;0.0;0.04;4;0.4993753284053734;-63.07132788333229;-4201.723188533196;-0.5389969884736212;-0.0975323627255344;-0.25180076368078397;-0.0005946039415339998;-1378.0064554061953;-3.254033299448444;3118089.9400587496;9.623821237518213;-57.97227270943792;-9.592587695948975
Options; ; ;42207.671875;;0.0;0.04;;;-7694.109388705821;-16401.66859541226;-0.07392640056636778;-0.06450615385613138;0.000580530370505201;0.0009954688333673526;6.544198416063797;6.935631280838825;-129035.80786444467;-152.37735737758712;-4.930105665017154;-5.03015412712942
