;Typ;Position;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
7;C;Short;41166.73;50000;0.0;0.04;0;0.3622904157552537;-0.0;-1166.7300000000032;;-0.3528385316225681;;;;-0.0;;;;-0.0
8;C;Short;41166.73;42000;0.0;0.04;0;0.18069139117043953;-0.0;-4166.730000000003;;-0.09879865026051597;;;;-0.0;;;;-0.0
9;C;Short;41166.73;38000;0.0;0.04;1;0.6880192046170402;-986.1541228736835;-994.0372901415249;-0.009953242527956598;-0.004626402943605544;0.006184439598978728;0.003208270297032248;11.65757044901773;6.0475385697550745;-146774.67005394853;-208.54813689500094;0.0012810266313260682;0.147221837161492
10;C;Short;41166.73;48000;0.0;0.04;1;0.8483239709928501;-2.4772017468676064;-3187.136843263238;-0.8412797213057627;-0.12469673430195412;-0.6515276086993221;-0.0021736605711750907;-1514.2643512966704;-5.051968129670793;23410056.95530226;200.61988771464232;-22.77478688508939;-3.1423762822453174
Options; ; ;41166.73;;0.0;0.04;;;-988.6313246205511;-9514.634133404768;-0.012036287394288428;-0.12878676741457004;0.004536418345347337;-0.00039293296269915734;7.83408604588817;-1.0604543236965398;-87748.59734135684;45.414085786699125;-0.05578869573392959;-1.0372274004557467
