;Type;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
07/04/2022;C;43503.847656;42000;0.0;0.04;6;0.46589696312774337;3540.8891341003145;4585.1626389914345;0.08115625513028968;0.02360177183397895;-0.008257825546733714;-0.004642896686587589;-63.243219357730425;-33.75755225241477;92868.4227099927;124.01558196874933;11.696918651554471;2.23590769873627
08/04/2022;C;42287.664063;42000;0.0;0.04;5;0.40473749066589987;2716.676264784849;4330.503860473298;0.15408409964380945;0.042515294290220024;-0.005081090448315321;-0.007970582634501996;-28.17133969722761;-44.19169335114431;47780.654268549195;183.51956108536564;19.737547896412252;4.4541499027698634
09/04/2022;C;42782.136719;42000;0.0;0.04;4;0.38340161573776327;3329.6811994426466;4635.980776233559;0.1361533091421373;0.029466180060112764;-0.015904858597822067;-0.00820150037807976;-66.82683270669192;-34.459928727996235;122344.2974475574;168.37907482407064;13.825020179960253;2.1332800065877007
10/04/2022;C;42207.671875;42000;0.0;0.04;3;0.6666201764311518;2591.6370496461877;4091.718355580535;0.12721977771672963;0.045771135696216166;-0.00223959727821136;-0.006168263187380276;-12.270910132076581;-33.79634543215247;54850.67846173135;380.50477744931203;9.634502278087371;2.9400933448944797
11/04/2022;C;39521.902344;42000;0.0;0.04;2;0.8567500467314668;800.4451526413967;2470.6049527932364;0.23973793692495549;0.1089494459735905;0.035181225869380196;-0.000836374198515161;165.15899675431112;-3.926376074864974;-1281597.783482828;96.03773745282147;12.588380105477018;5.421887450607698
12/04/2022;C;40127.18;42000;0.0;0.04;1;0.568111207647052;301.3200877057532;3091.0938796848227;0.6670269738873641;0.12110766913323391;0.3415909852249677;-0.005053511194152788;531.6758003767196;-7.86563382840558;-5485749.32481885;236.69980998791937;18.000739010612712;3.044045729677641
13/04/2022;C;41166.73;42000;0.0;0.04;0;0.18069139117043953;0.0;4166.730000000003;;0.09879865026051597;;;;0.0;;;;0.0
