;Typ;Position;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
5;C;Short;40127.18;39000;0.0;0.04;0;0.6504;-5000.0;-5000.0;;-0.0;;;;-0.0;;;-0.0;-0.0
6;C;Short;40127.18;47000;0.0;0.04;0;0.6504;-0.0;-0.0;;;;;;;;;;
7;C;Short;40127.18;50000;0.0;0.04;1;0.6504;-4.5361000642379215e-07;-607.6575330499837;-1.9473147885984778;-0.35828790591282134;-3.6880849185329003;-0.07693424474284502;-6571.864194558352;-137.09050076916822;77928821.02502479;4418.91865696811;-53.07711749584871;-9.542134408570444
8;C;Short;40127.18;42000;0.0;0.04;1;0.6504;-434.44404245155084;-3068.568595086561;-0.5347846598597601;-0.11759207257571112;-0.20831870239301808;0.005493869694548774;-371.2068055792301;9.789624244752115;4384759.154469954;-331.2453829133893;-14.377661913966032;-2.9477280157729076
9;C;Short;40127.18;38000;0.0;0.04;2;0.6504;-864.9229691367899;-913.2592272680195;-0.052160312441699254;-0.03548472999198314;0.012468401869553801;0.010259926867193833;44.435334662782424;36.564692791358205;-265805.6801878154;-598.4306423208523;-2.3101541063944806;-1.3964235612045557
10;C;Short;40127.18;48000;0.0;0.04;2;0.6504;-0.8854657666799165;-2240.620373349651;-0.8282336310219157;-0.15666840926019593;-0.6367664932621449;-0.00763554870753537;-2269.3311080421877;-27.211840434964415;13435123.8478787;425.295384731678;-44.83471950805019;-8.03662516494224
Options; ; ;40127.18;;0.0;0.04;;;-6300.25247780863;-11830.105728754215;-0.04415410908832201;-0.08131769020190066;-0.012742735137577831;-0.0031808465058004924;-19.815850561621826;-6.833607816482406;267755.5284732569;175.41206104899243;-1.3148829470421712;-2.8846722956873467
