;Typ;Position;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
3;C;Short;42782.136719;50000;0.0;0.04;0;0.6173;-0.0;-2782.136719000002;;-0.15377438652395706;;;;-0.0;;;;-0.0
4;C;Short;42782.136719;44000;0.0;0.04;1;0.6173;-187.20011678008163;-300.5426170902829;-0.44455262746390584;-0.3509432892299158;-0.11776653181702124;-0.05207954274657441;-199.17063038533482;-88.07863489715176;2226019.4448992703;2680.0875275548447;-11.905551437367285;-9.340912033696329
5;C;Short;42782.136719;39000;0.0;0.04;3;0.6173;-4736.9404068287595;-4952.631184815065;-0.02025642567796227;-0.004045733008981272;0.006066347257477366;0.001509961423252428;30.77881777019818;7.661089204715539;-116392.15596850713;-79.26320743549928;-0.8429938913393654;0.4893918074809916
6;C;Short;42782.136719;47000;0.0;0.04;3;0.6173;-43.26593814547938;-65.10979125412541;-0.3792555470575968;-0.3463104833134416;-0.11235977841291245;-0.08960440428047343;-570.0796538160891;-454.6257432520789;2125616.6474467837;4639.389354704029;-30.34977099103536;-27.641957532611634
7;C;Short;42782.136719;50000;0.0;0.04;4;0.6173;-71.10639082128083;-2964.3806665023585;-0.42999723707480525;-0.1223747912991887;-0.158832292734276;-0.004529550070622613;-1074.489581423217;-30.642095984606456;3009026.1454367763;223.03113710843175;-46.02709447395126;-12.315045621828899
8;C;Short;42782.136719;42000;0.0;0.04;4;0.6173;-2986.6235240124706;-4258.309215182526;-0.10026123563505944;-0.03679036897839047;0.0048259622639682575;0.005438058919834109;32.64730417038472;36.788096122888724;-95959.33711912924;-287.89796796614587;-9.891642261376377;-2.9359308469469023
9;C;Short;42782.136719;38000;0.0;0.04;5;0.6173;-944.8580400623727;-961.6894858412998;-0.01632867860624563;-0.011907451247655038;0.0037723865903654947;0.0030208605598847386;31.899921126474247;25.544893474203406;-72528.29493075963;-158.99355358038423;-0.8669422748281682;-0.26129469145959777
10;C;Short;42782.136719;48000;0.0;0.04;5;0.6173;-508.64605560321553;-4745.292459727255;-0.2845056414185183;-0.08051852913065358;-0.06159848127737918;0.00022832325704219143;-520.8868834592625;1.9307389941389714;1162253.4513750798;-20.742400208699696;-37.60351252308468;-9.660072483651176
Options; ; ;42782.136719;;0.0;0.04;;;-9478.64047225366;-21030.092139412915;-0.07234599794880868;-0.07079595615293595;-0.0024074599879782134;-1.3777774966488897e-05;-13.699897398774095;3.8715478065651667;42975.409768166995;-4.809860248889651;-6.361301673403692;-4.625898187458993
