;Type;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
12/03/2022;C;38904.011719;60000;0.0;0.04;25;0.8073;150.3414179069034;446.89884365876264;0.11945703769998912;0.0969240135717508;0.011069955196082138;0.006589898031349883;612.1078650545966;364.3852521033396;-355954.6344967608;-577.7146183395591;74.97057376711581;59.536995597089614
13/03/2022;C;37849.664063;60000;0.0;0.04;24;0.8063;95.27604167909128;316.158424710432;0.12969801485120247;0.10544571592793413;0.013409823672957392;0.008125756863125548;710.9484379729674;430.80314030058935;-430711.59986683796;-712.103830154549;78.70554401174958;62.75882691151832
14/03/2022;C;39666.753906;60000;0.0;0.04;23;0.8232;170.81276111990024;507.2948288451912;0.11992919737521478;0.09649765105018841;0.01109372103189429;0.006443394408763227;575.4632233684215;334.2374037746835;-371090.40558121505;-587.5645470997506;69.27045314054631;54.50536915491325
15/03/2022;C;39338.785156;60000;0.0;0.04;22;0.8205;136.1242033238754;434.71446675808306;0.1270321595769118;0.10192381572937517;0.01265560497532733;0.007357691536604085;625.8803435880375;363.87312308832975;-420919.1908864791;-667.3709428920531;70.53993179978245;55.40613550811654
16/03/2022;C;41143.929688;60000;0.0;0.04;21;0.8447;241.51948802230177;682.9101222064089;0.1160251982679279;0.09217989497188206;0.010147712970457514;0.005628733152741493;493.17050977823214;273.5518048672206;-357387.83089673653;-540.0628783953812;61.00079900346535;47.281583408480095
17/03/2022;C;40951.378906;60000;0.0;0.04;20;0.8032;162.9081653261693;542.5259363804992;0.1327171200014344;0.10396675668032589;0.013759036629494134;0.007501070397652151;605.5483956608048;330.1293010079018;-438509.84534765984;-651.5060192534202;67.24225753503254;51.48863379743883
18/03/2022;C;41801.15625;60000;0.0;0.04;19;0.7633;148.38980554388053;553.5656519616047;0.14519136315355854;0.11113569060747393;0.0166759655266323;0.00862357492284636;662.5932198440831;342.64416447551764;-479985.6421003072;-676.0846692457515;70.37358629911267;52.645975932657656
19/03/2022;C;42190.652344;60000;0.0;0.04;18;0.7469;132.79997098428706;541.9471437724075;0.1548002502612496;0.11674266285467776;0.019151795061953577;0.009593002001284509;705.4262004710035;353.3431164538882;-528008.6361926176;-720.2950992989112;71.40834259458886;52.64021729819725
20/03/2022;C;41247.824219;60000;0.0;0.04;17;0.7701;94.08679016331848;416.30540353418326;0.1616027793397065;0.1228664025027482;0.02122578896318472;0.01097304801965554;761.3196201899324;393.5776787915737;-622937.8518279335;-877.9886312297366;70.60951366506877;52.56791349443066
21/03/2022;C;41077.996094;60000;0.0;0.04;16;0.7623;68.57628273235407;348.070040884839;0.17484409638825832;0.1318247011616892;0.0252515894415245;0.012912880841989048;843.8043454805094;431.4954111056768;-726692.7960954829;-1013.4564320502426;72.26042581403104;53.40260872841169
22/03/2022;C;42358.808594;60000;0.0;0.04;15;0.7467;85.01805784655886;443.6818873650885;0.1796729242736946;0.13212262400434788;0.02653168836280303;0.012701354347253458;814.1593849522612;389.7575873052394;-732464.6718674073;-955.6274431310316;69.72859901658683;50.18737972781419
23/03/2022;C;42892.957031;60000;0.0;0.04;14;0.7029;58.992326597997696;399.09734698207615;0.20624970451109959;0.14683401066221416;0.035664986424241325;0.01597723286912045;961.547576455861;430.7549527996347;-872797.168584381;-1065.2573741529188;75.27385926453137;52.48427806221912
24/03/2022;C;43960.933594;60000;0.0;0.04;13;0.6774;60.6893983959957;465.8922238749133;0.22137913730709147;0.15204369701465317;0.04121851314013811;0.01692179460566556;994.4615627799567;408.2649524833207;-936843.3570419744;-1047.024903240265;75.28572013677231;50.59090578604085
25/03/2022;C;44348.730469;60000;0.0;0.04;12;0.6434;39.008235457889135;414.9248062361643;0.25454387610957185;0.16844599573550684;0.05550513093570262;0.021123910783867425;1174.0931915845829;446.8314804933798;-1138673.3249760962;-1179.420892140239;80.39798666616058;52.09183421441321
26/03/2022;C;44500.828125;60000;0.0;0.04;11;0.6462;31.5969720143913;393.63459271382783;0.2704604289034267;0.17599744657889296;0.06313176298535712;0.023216166446019256;1229.4608154863438;452.12371049751806;-1307292.1115850243;-1308.7232527918036;78.4949237791149;50.02662773610475
27/03/2022;C;46820.492188;60000;0.0;0.04;10;0.6834;119.45671006216796;907.1005499649535;0.23023772790231434;0.14474571612654996;0.0436745125753025;0.013948706089246067;817.7304628482666;261.1656367504318;-1010668.0128005798;-876.540436543179;60.339103534880635;36.91663455521917
28/03/2022;C;47128.003906;60000;0.0;0.04;9;0.6536;78.94661718465385;842.0289723441015;0.2673927071573175;0.15992888278819467;0.06021219983830343;0.017335306657013574;970.3897104899618;279.3786517238812;-1275415.6855655252;-996.9284735735314;63.46669491550292;36.9687656190069
29/03/2022;C;47465.730469;60000;0.0;0.04;8;0.6372;55.34036491897365;814.7883704900988;0.30314358941382286;0.17262143309005243;0.0786080905271653;0.020338605688416188;1097.8427459487061;284.0495242664941;-1583712.1949688108;-1112.3098130663757;64.25064973453651;35.64305382795671
30/03/2022;C;47062.664063;60000;0.0;0.04;7;0.6284;22.338121665525968;594.4845391274552;0.3605530221164492;0.19885248549086296;0.11418852971679275;0.02833423003877621;1376.143847995145;341.4701673823802;-2240153.6636814442;-1510.9211838175772;67.22934670726424;36.218284888658644
31/03/2022;C;45538.675781;60000;0.0;0.04;6;0.6422;3.387114778598546;246.76207953199076;0.4440056941630685;0.2485927037316178;0.17882667245687442;0.048327284587502815;1887.8217378378863;510.17724102072833;-3669832.0956869284;-2703.055498837215;71.34340178023045;39.2207184216358
01/04/2022;C;46281.644531;60000;0.0;0.04;5;0.6072;1.094671832538097;236.5960698272686;0.5539482059104522;0.28256245290832704;0.28256025845936594;0.06245257895461631;2350.2820402263974;519.4685745375756;-5186725.151876541;-3123.247436328233;74.5134528644455;37.337322316209175
02/04/2022;C;45868.949219;60000;0.0;0.04;4;0.6019;0.08516930722513409;116.66937246697294;0.7162286109183258;0.35154483855212587;0.4816842060943716;0.10080279488724112;3177.268204363861;664.9118053986895;-8696665.508755917;-4964.1047341092535;77.394916265022;37.42957134817818
03/04/2022;C;46453.566406;60000;0.0;0.04;3;0.6029;0.012087711906546426;107.22195991193666;0.8985294654540542;0.40122274609830205;0.7661029808178003;0.13145711074903976;3796.302633986727;651.4150033199676;-13887536.541067977;-6501.665475682701;73.02981907841541;32.15529419986045
04/04/2022;C;46622.675781;60000;0.0;0.04;2;0.6267;0.00023063552530839867;63.80696050144294;1.2153374711904372;0.4984570326690622;1.4197334387258533;0.20731018086114397;4875.325731778042;711.897481346186;-27831607.055613235;-11099.028360753668;66.04588883235272;26.76476891337327
05/04/2022;C;45555.992188;60000;0.0;0.04;1;0.6359;5.469528368988486e-13;1.2095751447000693;2.527124443460425;1.0135944534310708;6.272032341577844;0.938647553800783;10927.08319454617;1635.3040533203232;-126709627.73452894;-51883.41353110807;68.9623135194637;27.49573845016632
06/04/2022;C;43206.738281;60000;0.0;0.04;0;0.6741;0.0;0.0;;;;;;;;;;
