;Type;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
25/03/2022;C;44348.730469;70000;0.0;0.04;15;0.6434;8.686451933110204;24275.484050715833;0.2931936196951187;0.01823375505465006;0.07747666908767321;-1.4687778440942446e-06;2048.5680366168053;-0.038836095817407;-1591898.1428359528;2.0815102121795106;116.38093960073371;3.3837349539657766
26/03/2022;C;44500.828125;70000;0.0;0.04;14;0.6462;6.4363112956972195;24432.31993622395;0.3079719247030638;0.01818219031680439;0.0858571677950778;-1.1358243104613844e-06;2128.034590708246;-0.02815226129282754;-1780269.0611126598;2.0575401991538103;114.29060125596966;3.138374368089357
27/03/2022;C;46820.492188;70000;0.0;0.04;13;0.6834;35.10269298953735;26752.067138371716;0.2685668136224912;0.01745768770910902;0.06382029204739532;-4.9335946023451305e-06;1553.4033934451218;-0.12008504429083453;-1479574.6192410414;2.2288101760556778;92.09228978335301;2.656162745710061
28/03/2022;C;47128.003906;70000;0.0;0.04;12;0.6536;16.318765637351753;27065.352469325415;0.3092879273446802;0.017381080202351303;0.08586707121554031;-2.6107460023811183e-06;1845.130446459523;-0.05610028231746737;-1821718.8988610865;2.057555681431013;98.39603090784006;2.426656504882619
29/03/2022;C;47465.730469;70000;0.0;0.04;11;0.6372;8.6499084259402;27408.20626699705;0.34580188238848786;0.017292666266990095;0.10839913128677603;-1.5278695810257622e-06;2081.6197014117;-0.029340119088563755;-2186799.5015905076;1.9800663682053896;101.20056729516072;2.197789833887426
30/03/2022;C;47062.664063;70000;0.0;0.04;10;0.6284;2.616770429231624;27011.026553912696;0.39522414499897046;0.017403027234632256;0.1434586703890593;-5.36038567390183e-07;2469.847355410544;-0.009228674951999754;-2816686.0768055147;1.9361775635081975;105.54086164355355;2.0282266396252755
31/03/2022;C;45538.675781;70000;0.0;0.04;9;0.6422;0.3837580327248282;25493.771372635172;0.44970843780304914;0.017844842744695454;0.1883137630692353;-9.477252777214206e-08;2981.9613364042907;-0.0015007294685408948;-3865237.6799166272;1.9609534741464485;108.42125863636825;1.9343447863632637
01/04/2022;C;46281.644531;70000;0.0;0.04;8;0.6072;0.08007847047466865;26241.084589739487;0.5401615253046212;0.017621593467962632;0.27445250482685146;-2.30773358665213e-08;3652.5492806764773;-0.0003071245663156544;-5037813.488848853;1.9322990684647987;116.19978636813617;1.6704862395534537
02/04/2022;C;45868.949219;70000;0.0;0.04;7;0.6019;0.0075538293111777205;25833.775409492144;0.6364042534743788;0.017741798907677405;0.38470560568792056;-2.6051959647528895e-09;4440.767475191548;-3.0072526461077663e-05;-6943170.610653842;1.9444360199918895;120.13232258412741;1.4847285576367624
03/04/2022;C;46453.566406;70000;0.0;0.04;6;0.6029;0.00217744079805538;26423.031593200463;0.7150675009287977;0.017569153025094045;0.4879232762146217;-8.249712006555497e-10;4835.653861311707;-8.17602964726407e-06;-8839120.093625031;1.925427710622638;115.90150700199413;1.2442443328921717
04/04/2022;C;46622.675781;70000;0.0;0.04;5;0.6267;0.0005847894758206402;26597.136096871513;0.7844500994701733;0.01751960628710218;0.5894352267400276;-2.414671358330183e-10;5060.261049287331;-2.072978822281542e-06;-11543741.434518745;1.9199698447393398;106.08905472194152;1.0300830530276956
05/04/2022;C;45555.992188;70000;0.0;0.04;4;0.6359;2.108996047755371e-06;25536.026814262535;0.997470846108648;0.017832071975220864;0.9628786492400799;-1.1533222934380516e-12;6710.077074539913;-8.03723448106583e-09;-19428005.844536588;1.9541997324033222;108.21598313519434;0.8583092575584506
06/04/2022;C;43206.738281;70000;0.0;0.04;3;0.6741;5.433061045134575e-11;23192.535660753936;1.3177736726200748;0.01862346415784266;1.6969648100719572;-4.3218054620840466e-17;9402.114891530187;-2.3945170372527587e-13;-38503246.74740992;2.040927578944351;107.48824706466371;0.7087778759870677
07/04/2022;C;43503.847656;70000;0.0;0.04;2;0.6442;3.695664785885237e-19;23494.313610967816;2.1182563212396133;0.018512698149506027;4.422265840329025;-4.664835752563224e-25;15609.992626520323;-1.6466231187951943e-21;-91675879.65344049;2.0287888383020305;115.52089431449942;0.4664492136715631
08/04/2022;C;42287.664063;70000;0.0;0.04;1;0.6212;6.339799753508133e-50;22283.030052368173;4.792858448726181;0.018975440033513067;22.829360071846494;-1.909079143931159e-55;38853.694456523386;-3.249095792356262e-52;-440288734.3462109;2.0795002776452676;131.03721777332;0.24590246667159077
09/04/2022;C;42782.136719;70000;0.0;0.04;0;0.6173;0.0;22782.136719000002;;0.018778807820655496;;;;0.0;;;;0.0
