;Type;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
12/03/2022;C;38904.011719;70000;0.0;0.04;28;0.8073;147.83236174874094;18772.6331210685;0.13659002189041197;0.02052028392355511;0.015448710020055146;-1.1786026087668957e-05;956.7364952803686;-0.7299069810852168;-497958.3295057088;3.301037355751563;97.11015377894617;8.070354790672416
13/03/2022;C;37849.664063;70000;0.0;0.04;27;0.8063;85.56710775525322;17733.084692775992;0.14661953439037187;0.02118067557170518;0.018103308407766364;-5.6674559430211575e-06;1079.755710597026;-0.3380303633566161;-582601.0811259581;2.825899336730098;101.06102543945316;8.270636724275066
14/03/2022;C;39666.753906;70000;0.0;0.04;26;0.8232;169.22963182486103;19538.57364619726;0.13714202762537203;0.02010080902324443;0.015531906348921638;-1.4527089371222023e-05;910.7739670335328;-0.8518526006305184;-520780.53490773815;3.551376580030215;90.56692378793625;7.195096838475484
15/03/2022;C;39338.785156;70000;0.0;0.04;25;0.8205;126.24875422684802;19220.54112086464;0.14442943403572833;0.02030086007936322;0.017414123420817183;-1.1320630344280975e-05;978.649881286335;-0.6362039176357902;-580399.8487832407;3.2687624183595894;92.07495481899197;7.055383616002205
16/03/2022;C;41143.929688;70000;0.0;0.04;24;0.8447;251.41100797166249;21010.845380238465;0.13343247762640004;0.019345051665498058;0.01452149109499849;-2.1337510002832452e-05;806.5514648511928;-1.185126226809375;-512730.03039771057;4.2055809198596386;81.16108117900274;6.144691506080916
17/03/2022;C;40951.378906;70000;0.0;0.04;23;0.8032;139.1639219142798;20836.08345010827;0.15237800147696007;0.019502446565043668;0.019427848239234952;-1.373853905859407e-05;983.2939650200847;-0.6953432195968317;-620579.4998039828;3.351384144130836;89.71764476630364;5.98784304098642
18/03/2022;C;41801.15625;70000;0.0;0.04;22;0.7633;106.64601976160434;21691.89597102106;0.16816069850082016;0.01915060632793794;0.023963040872439546;-1.1444998479804453e-05;1102.4705757658307;-0.5265514560875735;-691349.1709825839;3.0121436894100753;95.32973608268611;5.5154339510858845
19/03/2022;C;42190.652344;70000;0.0;0.04;21;0.7469;85.15892972276099;22087.217250705075;0.17954959172671145;0.019000814953925815;0.02755391502753384;-9.639523471528203e-06;1184.0558953845634;-0.41423277177691153;-761378.83089259;2.8189250366511267;97.54908017153261;5.178551069381975
20/03/2022;C;41247.824219;70000;0.0;0.04;20;0.7701;59.88327295669952;21153.1018829955;0.1839950972452689;0.01941481436139766;0.029150611056346337;-7.193377410362926e-06;1230.075921889989;-0.3035408188339993;-857034.5351560153;2.7120428503804486;95.33977931247608;5.158802389806935
21/03/2022;C;41077.996094;70000;0.0;0.04;19;0.7623;38.95192534945959;20989.873278998064;0.19753620906340777;0.019502168512191314;0.033956350631119264;-5.069490925041485e-06;1347.4345085916223;-0.20116434441376269;-978702.5094092498;2.540770209032596;97.62158827958214;4.946334294017393
22/03/2022;C;42358.808594;70000;0.0;0.04;18;0.7467;44.585278278025434;22272.367793352994;0.20496318123624535;0.018951669143093625;0.03656632569732997;-5.732405739415167e-06;1346.5023484042003;-0.21108759611283154;-1011199.1277422087;2.514726104162237;96.14622636307989;4.414521769196858
23/03/2022;C;42892.957031;70000;0.0;0.04;17;0.7029;22.756181707010313;22811.804681070887;0.2359414531721355;0.01875342125438341;0.04923040831308873;-3.2939770063264287e-06;1611.6956659057296;-0.107837587511497;-1206721.8198180413;2.278107806246437;105.23300558702202;4.076935926699126
24/03/2022;C;43960.933594;70000;0.0;0.04;16;0.6774;19.25505301557165;23882.891437083847;0.2554301132385242;0.01836290803721516;0.05801844857798456;-2.883013248278946e-06;1722.8141179935012;-0.08560890627437404;-1320931.2751204937;2.193596836999994;107.58580306346265;3.665932290286097
