;Type;Spot;Strike;Rate;Dividend;Maturity;Volatility;Price_digital;Price_spread;Delta_digital;Delta_spread;Gamma_digital;Gamma_spread;Vega_digital;Vega_spread;Theta_digital;Theta_spread;Rho_digital;Rho_spread
12/03/2022;C;38904.011719;30000;0.0;0.04;30;0.8073;8396.483548329328;9473.921509660195;0.012538331837350532;0.004458492023391343;-0.0006633381856682715;-0.00032496006737177017;-44.01476032520512;-21.562213347060013;22117.5121799047;29.500559924046367;2.086300140288109;-4.554664090363288
13/03/2022;C;37849.664063;30000;0.0;0.04;29;0.8063;8146.1819929052635;9380.818854577916;0.014436080125072425;0.005189790752869382;-0.0007128790535115045;-0.00036574176863865657;-45.668594642584836;-23.43021932478662;23750.27866882254;33.140788746535705;3.5245568117013812;-3.82181008676131
14/03/2022;C;39666.753906;30000;0.0;0.04;28;0.8232;8638.109523285082;9574.210093719375;0.011090454437088643;0.003780572570306943;-0.0006448003256620625;-0.0002943371518130531;-40.718875579124024;-18.587270176520953;22291.33086946255;27.737596482259164;0.8365129928351221;-4.771067617298785
15/03/2022;C;39338.785156;30000;0.0;0.04;27;0.8205;8620.561779142206;9575.601002751799;0.011453949802640032;0.003840354828796596;-0.0006737945391924375;-0.0003038806407314824;-40.89563650410867;-18.443889792999713;23138.764398293977;28.4453266830748;1.07552451154194;-4.556449852671017
16/03/2022;C;41143.929688;30000;0.0;0.04;26;0.8447;8989.810746788417;9705.129726368556;0.008723522602312444;0.002797072902621501;-0.0005808868416745221;-0.00023918356463007925;-34.95219998417588;-14.391773378407471;21072.604392979374;23.684857331005873;-0.9092715709555184;-5.130852178954552
17/03/2022;C;40951.378906;30000;0.0;0.04;25;0.8032;9134.407420718175;9769.2488660491;0.008215158141026944;0.002411698453348994;-0.0006145367682625928;-0.00022871184804111824;-33.80794056633661;-12.582284681275764;20151.41896554462;20.47647783291635;-1.2224944239541473;-5.197466812774654
18/03/2022;C;41801.15625;30000;0.0;0.04;24;0.7633;9433.49293855454;9868.14626195413;0.006166999045442957;0.0015860086879193166;-0.0005606060414253376;-0.00017634217426420936;-28.136586833093272;-8.850541256933981;16577.887683360495;14.248013632565721;-2.5203293947772325;-5.5324874380804445
19/03/2022;C;42190.652344;30000;0.0;0.04;23;0.7469;9565.12395361584;9906.521758134451;0.005141736738736808;0.0012214983210426696;-0.0005207984298052886;-0.00014869976781309348;-24.511342427660587;-6.998544387207643;14732.289916539012;11.497368922758493;-3.0613713701110528;-5.531658592219685
20/03/2022;C;41247.824219;30000;0.0;0.04;22;0.7701;9425.785298560235;9870.288800562124;0.006457907491048335;0.0016118590739131954;-0.0006031646747814572;-0.00018459181959495685;-27.997086446801102;-8.568195961484045;18143.77775311639;15.17293234015291;-2.1349598684092235;-5.0558657636687565
21/03/2022;C;41077.996094;30000;0.0;0.04;21;0.7623;9468.20045017878;9884.922511379893;0.006256680564166642;0.0014962702335294873;-0.0006151100424888467;-0.0001795018526689003;-26.977715323764947;-7.872656186519332;18122.329181677847;14.452845798645408;-2.153690634315083;-4.892556851941942
22/03/2022;C;42358.808594;30000;0.0;0.04;20;0.7467;9695.176474951859;9941.576537041408;0.004068626307797242;0.0008608015156739498;-0.00047684546975400386;-0.00011896386506700607;-19.51016505563368;-4.867414687426489;13456.264277737415;9.180580780429995;-3.250067776549456;-5.007779991411528
23/03/2022;C;42892.957031;30000;0.0;0.04;19;0.7029;9836.648199405323;9973.261195641957;0.0025828699635548668;0.00046452773970069404;-0.00036986357095833324;-7.641529082317715e-05;-13.533054730152429;-2.795983151979762;9240.210119557489;5.222740195678806;-3.8609717997933566;-4.963670491662654
24/03/2022;C;43960.933594;30000;0.0;0.04;18;0.6774;9928.917692645144;9989.965753918863;0.0013224748344189262;0.00020341414154127822;-0.00022876482873052096;-3.943086019010572e-05;-7.642124136101339;-1.3172283958082114;5301.573534418959;2.5008767254959703;-4.279327478916692;-4.831193026089229
25/03/2022;C;44348.730469;30000;0.0;0.04;17;0.6434;9968.547614878884;9996.178262228328;0.0006897349705484348;9.05698727258973e-05;-0.00014261691077947116;-2.063478741708802e-05;-4.273740401982739;-0.6183539118099324;2979.4996039455505;1.18006930920571;-4.336287821936345;-4.6153510181824595
26/03/2022;C;44500.828125;30000;0.0;0.04;16;0.6462;9977.004558685647;9997.343638997223;0.0005330690905429753;6.63475320628783e-05;-0.00011698612915315203;-1.5959513219352146e-05;-3.31381640148019;-0.4520783536370566;2463.8436320664755;0.9201866877936817;-4.149887521953765;-4.354477794164215
27/03/2022;C;46820.492188;30000;0.0;0.04;15;0.6834;9991.314067687481;9999.04488395918;0.00021372289507520583;2.5105064985547635e-05;-5.045150489172659e-05;-6.406723458088118e-06;-1.4169270593016146;-0.1799323895037296;1186.6812578005217;0.4126372232879118;-4.021757714352654;-4.099271891101831
28/03/2022;C;47128.003906;30000;0.0;0.04;14;0.6536;9997.223154822377;9999.73714644972;8.043102180396586e-05;8.06789369102644e-06;-2.2497859067239398e-05;-2.4123238396891777e-06;-0.5640120811201849;-0.06047596729504619;483.76359130200063;0.14205233924769944;-3.804766183417658;-3.8325219037897433
29/03/2022;C;47465.730469;30000;0.0;0.04;13;0.6372;9999.092116205302;9999.924060412344;3.0062282240404633e-05;2.647731892017629e-06;-9.658608509585304e-06;-9.017934294742256e-07;-0.2192001354794543;-0.020466016581897794;197.28375709554123;0.050447646114453085;-3.5509367213938283;-3.560700807819279
30/03/2022;C;47062.664063;30000;0.0;0.04;12;0.6284;9999.484922655227;9999.960299685114;1.8601029129732108e-05;1.5055376954708096e-06;-6.525673820884668e-06;-5.580043456213057e-07;-0.1348186332836359;-0.011528216902633264;129.5890855057494;0.03034970502244178;-3.28155582603954;-3.2871762615795714
31/03/2022;C;45538.675781;30000;0.0;0.04;11;0.6422;9998.820476580178;9999.907053104664;4.146544609798386e-05;3.4456553878338357e-06;-1.409103092325513e-05;-1.243828213810512e-06;-0.272717426433038;-0.024073017172603337;292.23035833566206;0.07064893165283427;-3.0012021943266345;-3.012660213444764
01/04/2022;C;46281.644531;30000;0.0;0.04;10;0.6072;9999.894331351921;9999.99330900349;4.696500132580864e-06;3.103151553551595e-07;-2.0341569181589548e-06;-1.4089360942985948e-07;-0.033839454265921026;-0.0023438520450907037;37.686712855540954;0.007149941949208301;-2.7384393150321698;-2.7396410095464776
02/04/2022;C;45868.949219;30000;0.0;0.04;9;0.6019;9999.953886242954;9999.997344983163;2.2646126026786615e-06;1.3568629033336282e-07;-1.0852046013135632e-06;-6.793808282862413e-08;-0.01610592286513891;-0.0010082942150436702;19.74817653173156;0.003386493552863207;-2.465195027029476;-2.46571996776403
03/04/2022;C;46453.566406;30000;0.0;0.04;8;0.6029;9999.993649379165;9999.999679283257;3.5831657944233175e-07;1.873114636766341e-08;-1.980567385881208e-07;-1.0749490901425808e-08;-0.0026171705796115725;-0.00014204642333084095;3.6138991131367755;0.0005373014072815274;-2.1917022867771085;-2.1917767164610713
